host_total_listings_count;accommodates;bedrooms;beds;price;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month
40;5;2;5;1488;1;365;0;;;;;;;;
40;5;2;5;1488;1;365;0;;;;;;;;
40;4;2;4;1488;1;365;0;;;;;;;;
40;5;2;5;1488;1;365;1;5.0;5.0;4.0;5.0;5.0;2.0;5.0;0.11
40;5;2;5;1488;1;365;0;;;;;;;;
40;3;2;3;1029;1;21;11;4.82;4.91;4.73;5.0;5.0;4.91;4.64;0.15
40;5;2;2;1200;1;60;4;4.75;5.0;5.0;5.0;5.0;5.0;5.0;0.61
40;5;2;2;600;3;365;3;4.67;4.67;5.0;5.0;5.0;5.0;4.67;1.8
40;4;2;2;1500;3;21;1;4.0;5.0;4.0;5.0;5.0;3.0;4.0;1.0
37;4;2;3;1716;7;1125;4;4.75;4.0;4.75;4.25;3.25;4.25;4.5;0.43
37;4;2;2;1529;1;1125;4;3.75;3.25;4.75;4.5;3.25;3.25;4.25;0.33
25;6;2;3;2900;2;1125;28;4.57;4.64;4.18;4.89;4.89;5.0;4.43;0.66
25;4;2;2;2464;3;300;9;4.33;4.33;3.89;4.78;4.78;5.0;4.22;0.29
25;4;2;2;2343;3;1125;14;4.36;4.36;3.71;4.93;4.64;5.0;4.07;0.45
25;4;2;2;2500;2;365;13;4.69;4.69;4.46;4.92;4.92;5.0;4.54;4.06
25;4;2;2;2929;2;365;3;4.33;4.67;4.0;4.67;5.0;5.0;4.33;0.94
20;5;2;3;4679;2;1125;61;4.16;4.28;3.93;4.66;4.38;4.8;4.16;3.04
20;5;2;2;8900;2;1125;30;4.23;4.4;4.53;4.87;4.5;4.83;4.27;1.5
20;4;2;2;4374;2;365;26;2.69;3.23;2.81;3.88;3.38;4.38;2.62;1.87
20;6;2;3;5734;2;1125;11;4.82;4.64;4.55;4.82;4.91;4.91;4.64;0.77
20;5;2;3;3484;2;1125;36;4.11;4.0;3.97;4.61;4.42;4.67;4.06;2.8
18;6;2;3;4374;2;180;78;3.62;3.74;3.67;4.45;4.15;4.51;3.64;3.53
13;6;2;6;2421;1;365;55;4.81;4.81;4.91;4.87;4.94;4.93;4.7;1.13
13;5;2;3;2487;1;90;40;4.68;4.65;4.76;4.88;4.94;4.88;4.41;0.83
13;5;2;3;2482;1;30;47;4.81;4.91;4.96;4.91;4.96;4.87;4.74;0.98
13;5;2;4;2083;1;1125;30;4.87;4.71;5.0;4.86;5.0;5.0;4.71;0.65
13;5;2;4;2074;1;1125;14;4.79;4.86;4.79;4.93;4.86;4.86;4.36;0.36
13;6;2;4;1911;1;1125;14;4.71;4.79;5.0;5.0;4.86;5.0;4.71;1.39
12;4;2;3;2017;1;1125;49;4.55;4.61;4.65;4.69;4.69;4.79;4.31;0.69
12;5;2;2;2353;1;1125;56;4.52;4.77;4.66;4.91;4.88;4.77;4.27;0.79
12;4;2;4;936;3;1125;100;4.45;4.59;4.3;4.74;4.51;4.77;4.6;1.65
12;4;2;3;2741;1;123;77;4.64;4.79;4.75;4.71;4.81;4.92;4.61;1.27
11;5;2;3;1987;2;1125;18;4.33;4.5;4.11;4.39;4.56;4.78;4.28;0.44
11;6;2;2;2350;1;1125;149;4.85;4.84;4.81;4.88;4.87;4.98;4.74;4.95
11;6;2;2;1721;1;1125;133;4.82;4.86;4.86;4.84;4.87;4.99;4.7;4.43
11;4;2;2;1011;3;7;63;4.32;4.62;4.27;4.62;4.37;4.97;4.35;2.03
11;3;2;2;1400;3;365;0;;;;;;;;
11;4;2;2;1900;3;365;0;;;;;;;;
9;6;2;3;1865;1;1120;182;4.76;4.82;4.9;4.87;4.79;4.97;4.55;3.11
9;6;2;2;4634;1;365;9;4.44;4.89;4.89;4.89;4.56;5.0;4.44;2.62
9;6;2;2;7800;3;365;6;5.0;5.0;5.0;5.0;4.67;5.0;4.67;1.65
9;6;2;2;5683;3;365;7;4.86;5.0;5.0;4.71;4.86;5.0;4.86;2.04
8;10;2;9;1200;2;1125;1;3.0;1.0;5.0;4.0;5.0;5.0;2.0;0.03
8;4;2;2;850;30;1125;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.11
7;5;2;2;1437;2;1125;21;4.86;4.95;4.29;5.0;5.0;4.76;4.81;0.61
6;4;2;3;2656;4;600;69;4.75;4.84;4.81;4.88;4.83;4.77;4.63;0.83
6;4;2;5;2649;4;300;24;4.96;4.96;4.87;4.91;4.87;4.96;4.78;0.33
6;6;2;4;2211;1;1125;36;4.76;4.72;4.66;5.0;4.96;4.96;4.64;0.51
6;4;2;4;2460;4;1000;24;4.88;4.96;4.92;4.92;4.96;4.83;4.79;0.42
6;4;2;5;2700;4;1000;4;5.0;5.0;5.0;5.0;5.0;5.0;4.5;0.19
6;7;2;5;3264;2;45;89;4.61;4.75;4.37;4.8;4.87;4.88;4.45;2.52
6;6;2;4;3329;1;1125;216;4.89;4.92;4.94;4.93;4.93;4.93;4.77;10.76
6;5;2;4;1876;2;1125;5;2.8;3.4;2.4;4.0;4.6;4.4;2.4;0.64
6;6;2;1;2472;2;1125;7;4.57;4.29;4.57;5.0;5.0;4.86;4.29;0.89
5;6;2;3;1499;2;15;62;4.68;4.89;4.55;4.94;4.85;4.94;4.61;1.94
5;4;2;2;850;60;1125;21;4.48;4.48;4.05;4.9;4.57;4.76;4.33;0.83
5;4;2;2;446;14;365;2;5.0;4.5;4.5;5.0;5.0;5.0;5.0;0.12
5;4;2;2;850;56;1125;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0
5;4;2;2;722;14;1125;4;4.5;4.5;4.25;5.0;5.0;4.0;4.25;0.54
5;5;2;2;1300;3;365;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.29
4;4;2;1;3663;2;1125;7;4.6;4.83;4.33;4.83;4.83;4.5;4.0;0.06
4;4;2;2;2200;3;1125;93;4.58;4.79;4.06;4.82;4.81;4.79;4.57;0.85
4;5;2;2;1100;3;30;67;4.84;4.79;4.84;4.82;4.92;4.61;4.77;0.6
4;5;2;2;1700;3;1125;6;5.0;4.83;4.83;4.67;5.0;4.5;4.67;0.13
4;3;2;2;575;4;240;24;4.73;4.82;4.5;5.0;4.86;4.95;4.68;0.3
4;6;2;5;700;4;1125;44;4.61;4.8;4.48;4.8;4.82;4.48;4.66;0.6
4;4;2;2;1269;1;1125;43;4.58;4.74;4.21;4.98;5.0;4.58;4.53;0.6
4;5;2;2;833;2;1125;46;4.73;4.8;4.73;4.82;4.87;4.82;4.56;0.89
4;4;2;4;2100;2;30;48;4.65;4.73;4.83;4.92;4.96;4.94;4.46;0.91
4;5;2;5;2150;2;60;103;4.7;4.85;4.79;4.87;4.95;4.97;4.56;1.93
4;6;2;2;903;1;1125;92;4.8;4.91;4.5;4.78;4.93;4.87;4.73;1.78
4;3;2;2;1479;5;170;2;5.0;5.0;5.0;5.0;5.0;4.0;5.0;0.04
4;4;2;2;5885;2;365;0;;;;;;;;
4;6;2;3;2690;1;314;105;4.8;4.81;4.81;4.89;4.85;4.62;4.58;2.76
4;5;2;2;3981;1;89;27;4.93;4.96;4.96;5.0;4.96;5.0;4.74;0.79
4;6;2;3;3873;1;188;309;4.85;4.9;4.91;4.91;4.87;4.95;4.67;9.02
4;6;2;3;4568;1;86;87;4.85;4.92;4.9;4.93;4.94;4.99;4.66;2.55
4;4;2;1;1000;3;20;9;4.78;4.89;4.89;5.0;4.89;4.89;4.78;0.28
4;4;2;2;1400;4;21;0;;;;;;;;
4;6;2;4;3662;2;1125;15;3.8;4.07;3.67;4.73;4.4;4.93;4.0;3.26
4;4;2;4;1399;3;365;2;5.0;5.0;4.5;5.0;5.0;5.0;5.0;0.55
4;6;2;3;7934;2;1125;4;3.5;4.25;3.25;4.75;4.25;5.0;4.0;4.0
4;4;2;2;2500;4;365;0;;;;;;;;
3;6;2;4;1556;5;31;70;4.86;4.81;4.6;4.93;4.97;4.88;4.83;0.59
3;4;2;2;1599;2;30;70;4.93;4.96;4.94;4.97;4.99;4.97;4.83;0.6
3;6;2;3;1362;3;21;105;4.86;4.87;4.73;4.94;4.99;4.81;4.78;0.96
3;4;2;2;700;5;9;19;4.53;4.56;4.39;4.78;4.84;4.44;4.28;0.2
3;4;2;2;500;2;1125;15;4.77;4.85;4.46;4.92;4.92;4.85;4.85;0.21
3;4;2;2;850;3;1125;21;4.71;4.86;4.43;4.62;4.86;4.57;4.62;0.24
3;3;2;2;1279;4;1125;35;4.8;4.86;4.83;5.0;4.97;4.91;4.71;0.5
3;4;2;2;1188;14;60;45;4.89;4.86;4.67;4.83;4.93;4.72;4.77;0.56
3;2;2;2;875;3;14;185;4.81;4.87;4.9;4.98;4.99;4.83;4.81;2.45
3;5;2;4;999;4;21;9;4.11;4.67;3.33;4.89;4.89;5.0;4.44;0.13
3;4;2;2;999;2;25;29;4.69;4.76;4.72;4.82;4.9;4.89;4.64;0.4
3;4;2;2;549;4;50;17;4.59;4.88;4.35;5.0;5.0;4.65;4.35;0.29
3;1;2;4;631;1;1125;65;4.75;4.85;4.71;4.89;4.88;4.69;4.67;0.93
3;4;2;2;700;3;32;9;4.89;4.88;4.78;4.75;5.0;4.88;4.75;0.16
3;2;2;1;500;14;1125;2;4.5;5.0;5.0;5.0;5.0;4.5;4.5;0.03
3;4;2;2;31879;2;1125;68;4.57;4.76;4.57;4.88;4.82;4.91;4.36;1.14
3;4;2;2;1386;2;15;8;5.0;4.88;5.0;5.0;5.0;4.86;4.86;0.13
3;5;2;3;1800;4;10;33;5.0;4.91;5.0;4.97;5.0;4.73;4.94;0.57
3;4;2;2;999;2;1125;33;4.72;4.88;4.53;4.81;4.78;4.56;4.53;0.58
3;3;2;2;1000;8;300;15;5.0;4.87;5.0;4.93;4.93;5.0;4.87;0.3
3;3;2;3;697;4;16;1;5.0;4.0;5.0;5.0;5.0;5.0;5.0;0.02
3;2;2;2;450;150;800;0;;;;;;;;
3;2;2;2;700;20;150;4;4.5;5.0;4.0;4.75;5.0;4.75;4.5;0.1
3;6;2;3;1199;6;24;7;5.0;5.0;5.0;5.0;5.0;4.57;4.57;0.18
3;7;2;3;1657;5;1000;8;4.88;5.0;4.63;4.88;4.63;4.88;4.63;0.22
3;4;2;4;2000;4;14;13;4.69;4.85;4.31;4.92;4.92;4.77;4.54;0.35
3;3;2;2;1250;18;1125;20;4.9;4.95;4.6;5.0;5.0;4.95;4.65;0.53
3;4;2;4;1195;3;10;8;4.63;4.63;4.38;4.63;4.75;4.63;4.63;0.23
3;3;2;2;1135;89;1125;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.05
3;4;2;2;1488;2;14;2;4.5;5.0;5.0;5.0;4.0;5.0;4.5;0.06
3;4;2;2;1042;6;30;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.03
3;4;2;2;2269;2;1125;0;;;;;;;;
3;4;2;3;1714;4;21;12;4.92;5.0;4.67;5.0;5.0;4.92;4.92;0.34
3;3;2;2;750;2;6;5;5.0;5.0;4.4;5.0;5.0;5.0;4.6;0.14
3;3;2;2;1030;3;15;21;4.52;4.52;4.43;4.81;4.95;4.81;4.57;0.6
3;3;2;2;1471;4;14;16;4.81;4.88;4.75;4.94;4.81;4.88;4.69;0.49
3;4;2;2;970;3;1125;17;5.0;5.0;5.0;5.0;5.0;4.88;4.94;0.58
3;4;2;2;600;1;3;16;4.88;4.88;4.88;4.88;4.94;4.81;4.88;0.53
3;4;2;3;2118;1;356;33;4.64;4.76;4.42;4.88;4.79;4.3;4.21;1.18
3;6;2;4;2263;1;365;42;4.71;4.86;4.69;4.86;4.98;4.6;4.6;1.51
3;4;2;1;495;3;1125;5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.18
3;4;2;3;1643;7;1125;4;5.0;4.5;4.75;5.0;5.0;5.0;4.5;0.59
3;4;2;3;2032;1;365;32;4.66;4.84;4.66;4.91;4.88;4.63;4.59;1.41
3;6;2;4;2192;1;255;29;4.55;4.41;4.34;4.69;4.79;4.76;4.45;2.88
3;5;2;5;1700;2;5;0;;;;;;;;
3;6;2;4;2403;1;365;23;4.78;4.78;4.7;4.87;4.91;4.87;4.74;1.17
3;8;2;3;700;1;1125;2;5.0;4.5;4.0;5.0;5.0;5.0;4.5;0.16
3;4;2;2;886;2;1125;5;4.6;5.0;5.0;4.6;5.0;5.0;4.6;0.66
3;4;2;2;685;5;24;3;5.0;5.0;4.67;5.0;5.0;5.0;5.0;0.17
3;4;2;2;1843;3;30;6;4.67;4.67;4.17;5.0;5.0;4.83;4.67;0.74
3;6;2;3;2300;2;30;0;;;;;;;;
3;4;2;2;1221;3;14;0;;;;;;;;
3;5;2;4;800;7;365;4;5.0;5.0;4.75;5.0;5.0;5.0;4.75;0.37
3;4;2;1;817;2;1125;6;4.83;4.83;4.83;4.67;5.0;4.83;4.67;0.6
3;6;2;2;4450;2;1125;20;4.2;4.3;4.35;4.8;4.7;4.95;4.0;2.09
3;6;2;2;1882;1;365;18;5.0;5.0;4.78;4.72;4.94;4.72;4.89;2.16
3;4;2;2;1357;2;30;34;4.74;4.62;4.5;4.82;4.59;4.97;4.59;4.2
3;5;2;2;8900;2;1125;27;4.59;4.74;4.67;4.81;4.56;4.93;4.48;4.91
3;4;2;2;1200;2;365;3;5.0;5.0;5.0;5.0;4.67;5.0;5.0;1.06
3;5;2;4;1186;3;30;2;5.0;5.0;4.5;5.0;5.0;5.0;5.0;0.63
3;5;2;3;1750;2;365;4;5.0;4.75;4.75;4.75;5.0;5.0;4.75;2.55
3;4;2;2;1300;2;6;7;4.57;4.71;4.71;4.0;4.0;4.57;4.29;3.89
3;3;2;1;700;2;365;2;5.0;5.0;5.0;5.0;5.0;4.0;4.5;1.54
3;5;2;2;1300;2;365;1;4.0;5.0;5.0;5.0;4.0;5.0;5.0;1.0
3;4;2;2;800;10;365;2;5.0;5.0;4.5;5.0;5.0;5.0;5.0;1.5
3;4;2;2;960;2;7;0;;;;;;;;
3;4;2;2;1000;5;95;1;4.0;4.0;5.0;4.0;5.0;4.0;4.0;1.0
2;4;2;3;720;1;14;15;4.73;4.67;4.73;4.87;4.93;4.33;4.53;0.4
2;4;2;4;950;3;1125;25;4.88;4.92;4.52;4.96;5.0;4.76;4.84;0.48
2;4;2;2;1050;2;365;0;;;;;;;;
2;5;2;2;1964;3;1125;15;4.93;4.6;4.87;4.93;5.0;5.0;4.67;0.12
2;5;2;2;856;5;60;14;4.46;4.62;4.15;4.92;4.92;4.92;4.46;0.11
2;4;2;3;800;2;21;17;4.94;5.0;4.94;5.0;5.0;4.88;4.71;0.16
2;5;2;3;2000;3;1125;10;4.88;4.7;4.8;5.0;4.9;5.0;4.5;0.09
2;4;2;4;662;7;60;46;4.33;4.57;3.72;4.89;4.8;4.83;4.37;0.49
2;4;2;4;1100;5;30;4;4.75;5.0;4.75;5.0;5.0;4.75;4.75;0.04
2;3;2;4;563;4;40;18;4.83;4.83;4.5;4.94;4.89;4.67;4.76;0.16
2;4;2;2;1042;2;30;110;4.79;4.89;4.76;4.92;4.84;4.94;4.8;1.29
2;5;2;3;950;6;1125;77;4.87;4.91;4.68;4.97;4.94;4.79;4.79;0.78
2;4;2;1;1500;3;1125;17;4.69;4.75;4.19;4.88;4.69;4.81;4.63;0.34
2;4;2;3;850;5;1125;64;4.82;4.87;4.9;4.94;4.94;4.76;4.74;0.59
2;4;2;2;650;7;20;11;5.0;5.0;4.5;5.0;5.0;4.88;4.88;0.14
2;5;2;3;1000;2;7;10;4.67;4.56;4.56;5.0;4.89;5.0;4.56;0.2
2;5;2;5;810;3;35;9;4.57;4.13;4.63;4.88;4.88;4.75;4.5;0.08
2;5;2;5;950;4;365;35;4.85;4.91;4.66;4.79;4.97;4.82;4.91;0.33
2;4;2;3;757;5;365;8;4.5;4.5;4.38;4.75;4.75;4.75;4.38;0.08
2;4;2;2;1380;1;1125;22;4.86;4.91;4.86;4.95;4.95;4.76;4.76;0.29
2;4;2;2;1025;2;28;98;4.89;4.91;4.89;4.96;4.92;4.76;4.8;0.99
2;5;2;3;979;4;14;22;4.81;4.86;4.73;4.95;4.95;4.67;4.71;0.21
2;4;2;2;595;4;1125;16;4.67;4.73;4.27;4.73;4.73;4.8;4.6;0.42
2;7;2;5;3643;2;10;37;4.84;4.81;4.72;4.86;4.97;4.71;4.71;0.54
2;4;2;3;1741;3;1125;38;4.64;4.69;4.61;4.83;4.81;4.8;4.63;0.44
2;4;2;4;990;6;13;8;3.29;4.33;1.86;5.0;5.0;5.0;4.33;0.08
2;4;2;4;1057;5;1124;40;4.77;4.82;4.72;4.87;4.9;4.77;4.77;0.41
2;2;2;2;3950;3;7;45;4.67;4.8;4.49;4.96;4.96;4.53;4.8;0.46
2;4;2;2;852;3;1125;84;4.27;4.52;4.19;4.71;4.71;4.68;4.22;0.86
2;4;2;2;1100;4;10;24;4.96;5.0;4.92;4.96;5.0;4.88;4.75;0.47
2;5;2;3;1488;6;1125;3;4.33;4.33;3.67;4.67;5.0;4.33;4.0;0.03
2;4;2;2;1100;6;15;0;;;;;;;;
2;3;2;3;360;1;8;13;4.92;5.0;4.67;5.0;5.0;4.75;4.83;0.16
2;4;2;2;1275;3;10;39;4.65;4.7;4.46;4.84;4.84;4.76;4.57;0.41
2;3;2;2;550;5;1125;3;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.05
2;5;2;2;1500;2;1125;16;4.88;5.0;4.81;5.0;5.0;4.56;4.88;0.18
2;4;2;2;1600;2;1120;51;4.88;4.94;4.88;4.94;5.0;4.96;4.86;0.56
2;4;2;2;1900;1;1125;8;4.88;4.75;4.75;5.0;5.0;4.88;4.88;3.87
2;5;2;2;600;3;1125;11;5.0;5.0;4.9;4.9;5.0;4.7;5.0;0.13
2;3;2;2;818;5;1125;7;4.67;4.67;4.83;4.83;4.83;4.8;4.33;0.08
2;4;2;2;1100;3;1125;5;5.0;5.0;4.75;5.0;5.0;4.75;5.0;0.06
2;4;2;4;1800;3;100;4;4.75;4.5;4.75;4.25;5.0;4.75;4.5;0.07
2;4;2;4;2840;2;1125;40;4.28;4.74;4.56;4.41;4.62;4.77;4.26;0.46
2;4;2;4;2531;1;1125;0;;;;;;;;
2;2;2;1;995;2;30;40;4.88;4.93;4.88;4.98;5.0;4.95;4.78;0.54
2;7;2;4;1150;2;1125;32;5.0;4.96;4.93;5.0;5.0;4.96;4.93;0.38
2;4;2;2;1495;20;1125;64;4.81;4.9;4.68;4.78;4.88;4.87;4.82;0.74
2;3;2;2;1300;2;1125;28;4.81;4.81;4.77;4.88;4.92;4.92;4.69;0.33
2;5;2;2;864;5;23;28;4.85;4.81;4.88;4.92;4.92;4.46;4.85;0.32
2;4;2;2;675;5;1125;6;5.0;4.8;4.8;4.8;5.0;4.6;4.4;0.07
2;5;2;2;924;4;1125;26;5.0;5.0;5.0;5.0;5.0;4.79;4.88;0.31
2;4;2;2;1873;2;1125;39;4.5;4.63;4.0;4.95;4.89;4.78;4.51;0.48
2;4;2;2;1237;2;1125;113;4.69;4.82;4.68;4.9;4.86;4.72;4.61;1.34
2;2;2;3;800;6;14;21;4.85;4.85;4.7;4.5;4.9;4.85;4.6;0.35
2;5;2;2;1000;2;10;22;4.73;4.82;4.55;4.95;4.95;4.86;4.59;0.26
2;4;2;2;715;2;1125;21;4.55;4.7;4.75;4.84;4.65;5.0;4.47;0.3
2;5;2;2;500;3;1125;8;4.75;4.88;4.88;5.0;5.0;4.88;5.0;0.1
2;4;2;4;1000;3;1124;52;4.88;4.94;4.69;4.9;4.96;4.88;4.79;0.63
2;4;2;2;650;5;1125;8;5.0;5.0;4.86;4.86;4.86;5.0;5.0;0.1
2;4;2;2;905;4;1125;172;4.78;4.91;4.78;4.95;4.98;4.82;4.79;2.11
2;4;2;2;750;5;1125;8;2.86;3.14;2.71;3.43;3.43;3.71;2.86;0.1
2;4;2;2;1995;4;30;22;4.67;4.9;4.62;4.9;4.81;4.9;4.48;0.27
2;4;2;2;550;2;10;11;4.9;4.9;4.8;5.0;5.0;4.8;4.9;0.14
2;2;2;2;1079;4;40;21;4.67;4.95;4.67;5.0;4.95;4.9;4.76;0.29
2;4;2;6;1550;2;1125;20;4.63;4.84;4.68;5.0;5.0;4.84;4.74;0.25
2;3;2;2;500;2;1125;1;4.0;5.0;4.0;5.0;5.0;4.0;4.0;0.01
2;3;2;2;1159;3;7;51;4.88;4.96;4.94;4.82;4.98;4.78;4.82;0.65
2;4;2;2;1164;14;30;30;4.74;4.96;4.77;4.92;4.92;4.62;4.58;0.39
2;6;2;5;924;3;1125;14;4.79;4.93;4.43;5.0;4.93;4.64;4.86;0.2
2;4;2;2;1000;4;1125;112;4.69;4.81;4.37;4.86;4.87;4.6;4.69;1.57
2;5;2;5;850;3;1125;50;4.83;4.9;4.83;4.82;4.94;4.87;4.56;0.68
2;6;2;3;2040;2;30;39;4.7;4.84;4.7;4.95;4.84;4.95;4.92;0.52
2;4;2;2;1180;3;7;26;4.84;4.92;5.0;5.0;5.0;4.8;4.96;0.34
2;5;2;4;800;1;1125;37;4.57;4.77;4.4;4.86;4.89;4.69;4.66;0.5
2;4;2;2;750;3;1125;7;4.17;4.67;3.83;4.83;4.67;4.5;4.0;0.1
2;4;2;2;2811;2;1125;127;4.53;4.72;4.39;4.71;4.81;4.91;4.37;1.8
2;4;2;2;3680;2;1125;166;4.9;4.97;4.89;4.94;4.91;4.96;4.69;2.28
2;4;2;2;950;3;1125;18;5.0;5.0;4.89;5.0;5.0;4.94;4.89;0.51
2;4;2;4;1000;6;1124;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.03
2;2;2;2;1523;30;75;16;4.94;5.0;4.81;4.81;4.94;5.0;4.75;0.22
2;4;2;3;520;3;1125;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.01
2;4;2;2;900;4;30;17;5.0;5.0;4.88;5.0;5.0;4.88;4.88;0.24
2;6;2;3;1800;2;60;140;4.86;4.91;4.94;4.89;4.93;4.91;4.69;2.04
2;3;2;2;1069;3;7;5;4.75;5.0;4.5;5.0;4.75;5.0;5.0;0.1
2;2;2;2;550;4;180;44;4.91;4.98;4.84;4.89;5.0;4.66;4.82;0.64
2;4;2;2;1055;4;14;26;4.92;4.96;4.77;4.96;5.0;4.81;4.92;0.38
2;5;2;2;912;20;1125;0;;;;;;;;
2;4;2;2;1500;3;30;14;4.93;5.0;5.0;4.85;4.79;5.0;4.92;0.2
2;4;2;2;1042;5;14;6;4.5;4.83;4.17;4.83;5.0;5.0;4.33;0.09
2;4;2;2;1349;3;1000;10;4.78;5.0;4.67;4.89;5.0;4.67;4.78;0.21
2;4;2;2;930;2;14;88;4.95;4.97;4.94;4.98;4.98;4.85;4.86;1.32
2;4;2;2;672;2;10;39;4.87;4.87;4.77;4.87;4.94;4.7;4.83;0.63
2;4;2;1;1100;2;1120;26;4.88;4.92;4.73;4.92;5.0;4.81;4.72;0.42
2;4;2;2;1345;4;1125;22;4.95;4.86;4.76;4.86;5.0;4.81;4.86;0.34
2;2;2;2;879;1;7;10;4.8;4.7;4.8;5.0;5.0;4.9;4.7;0.29
2;5;2;2;1000;3;25;23;4.45;4.81;4.77;4.95;4.9;4.33;4.52;0.36
2;4;2;3;1500;3;20;21;4.95;5.0;4.9;4.95;5.0;4.89;4.89;0.33
2;4;2;2;980;2;30;45;4.95;4.98;4.93;4.76;5.0;4.89;4.89;0.72
2;6;2;2;1100;3;1124;29;4.97;4.86;4.9;4.93;4.97;4.97;4.9;0.47
2;3;2;3;1495;5;1125;37;4.81;4.83;4.89;4.94;4.97;4.94;4.75;0.6
2;4;2;2;1419;2;20;6;4.83;5.0;4.83;4.83;5.0;5.0;4.5;0.1
2;4;2;4;850;3;21;2;0.0;;;;;;;0.03
2;3;2;3;1150;5;60;28;4.71;4.89;4.79;4.86;4.93;4.79;4.75;0.46
2;4;2;2;825;2;21;14;4.92;5.0;4.69;4.85;5.0;4.85;5.0;0.23
2;5;2;2;1343;5;1125;32;4.84;4.78;4.31;4.97;5.0;4.97;4.63;0.52
2;4;2;3;1150;4;10;16;4.94;4.94;4.88;4.94;5.0;4.88;4.75;0.27
2;4;2;2;450;2;1125;1;5.0;5.0;4.0;5.0;5.0;3.0;4.0;0.02
2;6;2;5;1380;14;1125;39;4.92;4.92;4.95;4.78;4.95;4.89;4.7;0.65
2;3;2;9;800;3;90;25;4.92;4.96;4.84;4.88;4.92;4.68;4.72;0.42
2;4;2;4;850;6;13;10;4.9;4.8;4.8;5.0;5.0;4.5;4.4;0.17
2;7;2;4;700;7;60;9;4.89;5.0;4.56;5.0;5.0;4.78;4.89;0.15
2;3;2;2;1380;4;1125;17;4.94;5.0;4.82;5.0;5.0;4.94;4.88;0.29
2;3;2;2;592;3;10;14;4.85;5.0;4.77;5.0;5.0;4.83;4.75;0.23
2;4;2;4;1208;4;1125;4;4.67;4.0;4.67;4.67;5.0;5.0;4.0;0.09
2;5;2;3;900;4;1125;15;5.0;5.0;5.0;5.0;5.0;4.73;4.8;0.26
2;4;2;1;800;3;7;17;4.53;4.73;4.13;4.8;5.0;5.0;4.73;0.33
2;3;2;2;900;4;1125;3;5.0;5.0;5.0;5.0;5.0;3.67;4.67;0.05
2;4;2;2;2489;3;18;0;;;;;;;;
2;4;2;2;1280;5;13;11;4.91;4.82;4.91;5.0;5.0;4.55;4.91;0.2
2;6;2;6;1500;2;1125;160;4.55;4.7;4.44;4.94;4.92;4.96;4.45;2.86
2;3;2;3;1755;7;1125;45;4.93;4.98;4.96;4.87;5.0;4.93;4.78;0.97
2;4;2;2;1900;4;1125;12;4.64;4.64;4.0;4.73;4.82;4.91;4.27;0.22
2;4;2;2;1000;2;1125;16;4.75;4.88;4.31;4.94;4.88;4.94;4.75;0.29
2;4;2;2;1650;3;1125;115;4.8;4.9;4.73;4.89;4.95;4.99;4.68;2.1
2;3;2;3;995;5;10;20;4.95;4.89;4.74;4.95;5.0;4.74;4.74;0.36
2;4;2;4;800;7;1125;17;4.65;4.88;4.41;4.94;5.0;4.59;4.71;0.32
2;4;2;4;1200;2;1125;4;4.5;4.75;4.25;4.75;4.75;4.5;4.0;0.08
2;4;2;2;1100;3;8;40;4.55;4.75;4.35;4.75;4.73;4.85;4.63;0.76
2;4;2;2;871;5;30;24;4.91;4.96;5.0;4.96;4.57;5.0;4.74;0.47
2;4;2;2;750;2;1125;23;4.91;5.0;4.87;4.96;5.0;4.87;4.87;0.46
2;6;2;3;900;2;1125;9;4.89;5.0;4.56;5.0;5.0;5.0;4.89;0.23
2;4;2;4;1198;6;1125;15;4.71;4.93;4.43;4.93;5.0;4.86;4.71;0.3
2;6;2;3;2224;2;40;67;4.87;4.88;4.94;4.76;5.0;4.88;4.52;1.37
2;4;2;2;995;5;1125;8;4.88;4.88;5.0;5.0;4.88;4.75;4.75;0.18
2;2;2;2;335;21;31;7;4.6;4.8;5.0;5.0;5.0;4.8;4.6;0.14
2;5;2;2;1099;6;1125;15;4.86;4.79;4.71;4.86;4.93;4.71;4.86;0.32
2;4;2;3;579;2;7;35;4.86;4.91;4.86;4.97;4.94;4.83;4.89;0.72
2;4;2;4;892;2;1125;20;4.6;4.65;4.6;4.8;5.0;4.75;4.45;0.41
2;4;2;2;2300;1;1125;20;4.9;4.95;4.9;4.9;4.75;5.0;4.55;0.42
2;6;2;2;700;3;1124;7;4.83;5.0;4.67;5.0;5.0;4.17;4.83;0.15
2;6;2;4;2808;2;1125;21;4.62;4.57;4.62;4.48;4.62;4.9;4.14;0.44
2;4;2;4;1150;1;365;5;5.0;5.0;5.0;5.0;4.8;4.8;4.8;4.17
