host_total_listings_count;accommodates;bedrooms;beds;price;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month
3;2;1;1;700;5;1125;0;;;;;;;;
3;2;1;1;560;2;1125;3;4.67;5.0;4.67;5.0;5.0;4.67;4.33;1.96
3;2;1;1;461;7;30;0;;;;;;;;
3;2;1;2;350;3;1125;0;;;;;;;;
3;2;1;1;600;4;10;5;5.0;5.0;4.6;5.0;4.8;4.8;5.0;0.18
3;2;1;1;775;5;1125;0;;;;;;;;
3;2;1;1;558;5;180;3;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.11
3;3;1;1;5000;7;30;1;5.0;5.0;5.0;5.0;5.0;4.0;5.0;0.07
3;4;1;1;800;10;1100;2;4.0;4.0;4.0;3.0;3.0;4.0;4.0;0.07
3;2;1;1;884;3;14;55;4.96;4.95;4.98;4.98;4.98;4.96;4.85;2.4
3;2;1;1;1500;1;14;7;5.0;5.0;5.0;4.86;5.0;5.0;4.86;1.04
3;4;1;1;335;2;60;15;4.27;4.6;4.27;4.8;5.0;5.0;4.53;0.62
3;2;1;2;700;2;1125;0;;;;;;;;
3;2;1;2;3000;2;6;0;;;;;;;;
3;4;1;2;850;10;900;2;3.0;3.0;3.0;3.5;4.0;3.0;3.0;0.28
3;2;1;1;700;2;90;54;4.69;4.76;4.04;4.96;4.89;4.94;4.61;2.45
3;2;1;1;1180;4;1125;0;;;;;;;;
3;4;1;2;2500;1;1125;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.07
3;2;1;1;13071;44;45;0;;;;;;;;
3;3;1;1;979;2;9;17;5.0;4.82;4.88;4.65;4.88;4.94;4.71;0.76
3;2;1;1;1589;1;365;42;4.64;4.64;4.48;4.93;4.81;4.74;4.31;2.04
3;2;1;1;579;1;6;15;4.93;4.93;4.87;4.87;5.0;4.67;4.67;0.68
3;4;1;2;2018;1;250;18;4.61;4.78;4.89;5.0;4.89;4.72;4.39;0.88
3;5;1;3;879;2;365;33;4.88;4.85;4.73;4.97;5.0;4.97;4.73;1.65
3;2;1;1;1551;2;28;15;4.8;4.8;4.93;4.8;4.8;5.0;4.87;1.33
3;4;1;3;509;1;7;4;4.5;5.0;4.5;4.75;5.0;4.75;5.0;0.29
3;2;1;1;769;3;1125;15;4.73;4.6;4.8;5.0;5.0;4.87;4.87;1.06
3;2;1;1;775;1;1125;0;;;;;;;;
3;2;1;1;520;5;10;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.08
3;4;1;1;1200;14;30;0;;;;;;;;
3;4;1;2;1549;1;365;47;4.57;4.51;4.62;4.74;4.89;4.6;4.49;3.57
3;2;1;2;500;5;30;5;5.0;5.0;5.0;5.0;5.0;4.8;4.8;0.46
3;2;1;1;650;1;1125;17;3.88;4.0;4.35;4.71;4.24;4.94;3.94;1.8
3;3;1;2;1386;1;1;28;4.93;5.0;4.96;5.0;5.0;5.0;4.89;2.28
3;2;1;1;800;1;30;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.1
3;4;1;5;2279;2;31;8;4.38;4.5;4.13;4.5;4.88;4.88;4.38;0.71
3;2;1;1;999;2;10;0;;;;;;;;
3;3;1;2;930;2;1125;3;5.0;5.0;4.67;5.0;5.0;5.0;5.0;0.29
3;2;1;1;950;4;30;7;4.86;5.0;4.71;4.86;5.0;4.57;4.86;0.79
3;4;1;1;4425;2;1125;5;3.4;3.0;3.0;3.8;3.4;4.8;3.2;0.55
3;4;1;2;729;3;1125;5;5.0;4.8;5.0;5.0;5.0;4.8;5.0;0.53
3;4;1;1;5543;2;1125;20;4.7;4.75;4.55;4.85;4.7;5.0;4.3;3.24
3;4;1;1;1300;2;365;5;5.0;5.0;4.4;4.8;4.8;5.0;4.4;0.78
3;4;1;2;1842;1;350;0;;;;;;;;
3;4;1;2;4418;2;1125;28;3.71;3.89;3.75;4.21;4.39;4.68;3.75;4.77
3;4;1;2;4552;2;1125;22;3.86;4.23;3.95;4.32;4.45;4.86;3.91;3.91
3;4;1;2;4475;2;1125;21;3.48;3.71;3.0;4.38;4.14;4.81;3.24;3.5
3;3;1;2;950;7;70;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.28
3;4;1;2;1625;1;365;1;5.0;5.0;5.0;5.0;5.0;5.0;4.0;0.37
3;3;1;1;944;3;28;27;4.85;4.93;4.85;4.78;4.96;4.81;4.74;5.66
3;2;1;1;943;3;365;2;5.0;5.0;4.5;5.0;5.0;4.5;5.0;0.57
3;2;1;2;1400;2;365;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.8
3;2;1;2;750;10;365;0;;;;;;;;
3;2;1;2;750;5;365;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0
3;4;1;2;800;10;21;0;;;;;;;;
3;3;1;3;700;5;25;1;5.0;5.0;5.0;5.0;4.0;5.0;5.0;1.0
3;4;1;1;1450;3;1125;0;;;;;;;;
3;2;1;1;600;2;31;0;;;;;;;;
3;2;1;1;960;1;365;0;;;;;;;;
3;2;1;1;1120;2;60;0;;;;;;;;
3;2;1;1;960;15;30;0;;;;;;;;
2;2;1;1;2800;4;21;0;;;;;;;;
2;3;1;2;800;2;10;32;4.94;4.97;5.0;5.0;4.97;4.66;4.91;0.42
2;2;1;2;650;5;60;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.04
2;2;1;1;950;5;1125;15;4.93;4.93;5.0;5.0;5.0;5.0;5.0;0.24
2;3;1;2;7142;1;15;1;4.0;2.0;5.0;4.0;1.0;5.0;4.0;0.02
2;4;1;3;5579;1;1125;0;;;;;;;;
2;2;1;2;900;3;18;29;4.21;4.54;4.5;4.43;4.43;4.43;4.18;0.7
2;4;1;2;779;2;150;170;4.71;4.77;4.74;4.9;4.89;4.82;4.77;2.04
2;2;1;1;1295;5;21;71;4.92;4.91;4.93;4.9;4.94;4.66;4.79;0.54
2;4;1;2;750;4;30;3;5.0;5.0;4.67;5.0;5.0;5.0;4.67;0.05
2;4;1;2;1400;4;14;21;4.9;4.76;4.95;4.95;5.0;4.9;4.71;0.19
2;2;1;1;829;4;12;19;4.95;4.95;4.79;4.89;5.0;4.84;4.79;0.18
2;3;1;2;646;3;30;74;4.85;4.86;4.84;4.89;4.96;4.91;4.82;0.6
2;2;1;1;1080;4;30;142;4.79;4.78;4.62;4.96;4.97;4.74;4.69;1.17
2;3;1;1;950;1;1125;39;4.59;4.71;4.66;4.83;4.86;4.71;4.54;0.33
2;2;1;1;1200;3;200;35;4.68;4.74;4.55;4.84;4.9;4.87;4.58;0.36
2;2;1;1;950;2;14;18;4.94;4.83;4.78;4.67;4.89;4.89;4.61;0.31
2;4;1;2;379;4;8;92;4.66;4.76;4.45;4.84;4.92;4.47;4.72;0.82
2;4;1;2;950;1;1125;19;4.78;4.89;4.56;4.94;4.83;4.83;4.67;0.18
2;2;1;2;495;60;300;13;4.45;4.45;4.09;5.0;4.73;4.45;4.55;0.12
2;2;1;1;1500;3;21;7;4.83;4.83;4.5;5.0;5.0;5.0;4.67;0.07
2;2;1;1;1190;1;5;25;4.82;4.71;4.91;4.85;4.86;4.85;4.6;0.23
2;3;1;1;1350;3;31;4;4.75;4.33;4.33;4.0;4.67;5.0;3.67;0.04
2;3;1;2;483;1;300;28;4.68;4.54;4.38;4.69;4.69;4.58;4.54;0.26
2;2;1;1;1110;5;20;71;4.93;4.91;4.9;4.91;4.93;4.88;4.78;0.68
2;2;1;1;509;6;1125;9;4.38;4.63;4.88;5.0;4.88;4.5;4.63;0.09
2;3;1;2;929;3;35;120;4.74;4.82;4.68;4.91;4.92;4.81;4.62;1.15
2;3;1;2;635;2;40;96;4.8;4.87;4.9;4.9;4.93;4.49;4.76;0.94
2;2;1;1;1180;2;1125;62;4.75;4.9;4.45;4.88;4.95;4.8;4.52;0.64
2;2;1;1;800;3;1125;12;4.75;4.83;4.83;4.92;4.92;4.92;4.75;0.13
2;2;1;3;800;7;60;9;4.25;4.25;4.0;4.88;4.88;4.5;4.25;0.1
2;2;1;1;590;29;1125;64;4.26;4.39;4.33;4.16;4.48;4.67;4.29;0.63
2;2;1;1;507;7;1125;18;4.89;4.72;4.83;4.83;4.89;4.83;4.67;0.18
2;2;1;1;600;4;18;85;4.94;4.92;4.91;4.9;4.97;4.88;4.87;0.84
2;4;1;1;909;4;15;39;4.85;4.92;4.9;4.97;4.97;4.92;4.79;0.4
2;2;1;2;750;5;1125;65;4.8;4.93;4.98;4.92;4.9;4.92;4.7;0.69
2;4;1;1;2000;1;1125;4;5.0;5.0;5.0;4.25;4.5;5.0;4.75;0.04
2;3;1;1;1000;4;60;22;4.76;4.71;4.67;4.9;4.86;4.9;4.62;0.23
2;2;1;1;800;3;1125;34;4.84;4.91;4.78;4.81;4.97;4.31;4.63;0.45
2;2;1;1;707;2;1124;67;4.89;4.95;4.89;4.83;4.95;4.84;4.68;0.74
2;4;1;1;700;4;70;42;4.74;4.89;4.39;4.97;4.92;4.95;4.84;0.44
2;2;1;1;3000;3;28;16;4.92;4.92;4.85;5.0;5.0;5.0;4.69;0.44
2;2;1;1;700;6;150;20;4.5;4.6;3.75;4.95;4.9;4.55;4.4;0.21
2;2;1;1;701;15;365;60;4.29;4.59;4.37;4.83;4.78;4.8;4.1;0.63
2;2;1;2;1150;2;40;87;4.87;4.89;4.8;4.91;4.98;4.92;4.66;0.94
2;2;1;4;916;3;14;88;4.93;4.91;4.89;4.9;4.97;4.76;4.72;1.02
2;3;1;1;600;4;1125;12;4.8;5.0;4.8;5.0;5.0;4.7;4.7;0.17
2;2;1;1;650;4;1125;2;5.0;5.0;5.0;5.0;5.0;4.5;5.0;0.19
2;6;1;7;2300;5;100;4;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.05
2;3;1;2;800;5;1125;5;4.8;5.0;4.8;4.8;5.0;5.0;4.6;0.77
2;2;1;1;950;3;1125;29;4.93;5.0;4.97;4.86;4.76;4.9;4.83;0.42
2;4;1;1;934;2;1125;28;4.61;4.82;4.11;4.79;4.96;4.89;4.64;0.33
2;1;1;;300;4;1125;47;4.64;4.68;4.41;4.75;4.73;4.75;4.45;0.57
2;4;1;4;500;4;1125;5;3.0;5.0;5.0;5.0;5.0;3.0;5.0;0.06
2;2;1;1;1000;3;1125;19;4.95;5.0;4.89;5.0;5.0;4.89;4.94;0.27
2;2;1;1;3950;3;1125;6;5.0;5.0;4.8;5.0;5.0;4.83;5.0;0.07
2;2;1;1;568;1;25;130;4.86;4.92;4.78;4.99;4.99;4.93;4.75;1.62
2;2;1;3;514;1;1125;38;4.67;4.76;4.45;4.85;4.88;4.79;4.61;0.51
2;2;1;1;1057;2;1125;30;4.44;4.67;4.37;4.78;4.56;4.85;4.44;0.36
2;3;1;2;984;3;90;106;4.76;4.84;4.66;4.88;4.92;4.99;4.63;1.3
2;2;1;1;400;2;1125;65;4.68;4.77;4.5;4.82;4.74;4.95;4.72;0.89
2;3;1;1;1000;1;15;31;4.87;4.94;4.71;5.0;4.97;5.0;4.8;0.36
2;4;1;2;1295;2;8;51;4.82;4.94;4.73;4.82;5.0;4.94;4.69;0.61
2;2;1;2;850;2;35;51;4.98;4.96;4.96;4.94;4.98;4.82;4.88;0.71
2;2;1;1;500;5;8;21;4.84;4.79;4.95;4.89;4.95;4.95;4.84;0.25
2;4;1;3;1046;27;90;5;5.0;5.0;5.0;5.0;5.0;4.67;5.0;0.06
2;3;1;3;861;3;1125;124;4.71;4.76;4.56;4.91;4.81;4.91;4.63;1.47
2;3;1;1;924;2;30;75;4.89;4.93;4.87;4.93;4.96;4.96;4.8;0.89
2;2;1;1;901;4;6;45;4.84;4.98;4.66;4.93;5.0;4.84;4.72;0.55
2;2;1;1;750;4;1125;20;4.68;4.63;4.42;4.74;4.74;4.42;4.47;0.24
2;2;1;1;850;2;7;19;5.0;5.0;5.0;5.0;5.0;5.0;4.89;0.32
2;2;1;1;814;3;1125;12;4.91;5.0;4.73;4.91;5.0;5.0;4.82;0.17
2;2;1;1;900;3;31;54;5.0;4.98;5.0;5.0;5.0;4.83;4.83;0.66
2;2;1;1;780;13;1125;5;4.5;4.75;4.75;5.0;5.0;4.5;4.25;0.06
2;2;1;1;535;3;1125;1;4.0;5.0;5.0;5.0;5.0;5.0;5.0;0.01
2;2;1;1;650;1;1125;15;4.73;4.73;4.33;4.73;4.87;4.8;4.53;0.18
2;2;1;2;357;1;1125;3;4.0;5.0;3.0;5.0;5.0;4.5;4.5;0.04
2;2;1;1;700;3;1125;6;4.83;5.0;4.67;5.0;5.0;4.6;4.6;0.08
2;2;1;1;550;6;35;27;4.88;4.83;4.52;4.92;4.79;4.71;4.79;0.33
2;4;1;2;450;4;1125;302;4.51;4.76;4.7;4.88;4.75;4.63;4.48;3.67
2;3;1;3;1108;3;1125;166;4.86;4.91;4.82;4.95;4.98;4.66;4.79;2.05
2;2;1;1;1250;2;1125;3;5.0;5.0;5.0;4.67;4.33;5.0;4.67;0.1
2;2;1;1;1243;4;1125;46;4.76;4.95;4.69;4.83;4.88;4.95;4.76;0.57
2;2;1;1;520;14;60;4;3.67;3.33;2.67;2.67;4.0;3.67;3.67;0.05
2;2;1;1;750;1;17;7;4.71;5.0;4.71;5.0;4.86;4.43;4.71;0.09
2;2;1;1;340;2;1125;27;4.93;4.81;4.89;4.81;4.93;4.85;4.93;0.33
2;3;1;1;590;3;1125;23;4.96;4.96;5.0;5.0;5.0;4.83;4.91;0.29
2;3;1;1;700;1;1125;20;4.6;4.8;4.75;4.89;4.7;4.42;4.53;0.28
2;2;1;1;914;1;1125;190;4.63;4.73;4.5;4.8;4.9;4.81;4.64;3.13
2;3;1;1;2300;2;1125;47;4.84;4.88;4.91;4.83;4.69;5.0;4.61;0.59
2;3;1;1;2200;3;1125;41;5.0;5.0;4.95;4.95;4.93;4.98;4.78;0.52
2;4;1;2;1250;5;1125;0;;;;;;;;
2;2;1;1;908;3;1125;14;4.93;4.79;4.86;4.93;4.86;4.64;4.79;0.19
2;2;1;2;900;2;27;11;4.64;4.82;4.55;4.73;4.55;4.91;4.64;0.16
2;2;1;1;494;3;1125;0;;;;;;;;
2;2;1;1;550;22;1125;9;4.71;4.57;4.86;4.71;4.71;5.0;4.71;0.12
2;2;1;1;699;2;1125;9;4.88;5.0;4.75;4.88;5.0;5.0;4.88;0.22
2;2;1;2;1250;6;1125;47;4.98;5.0;4.98;5.0;5.0;4.98;4.96;0.66
2;2;1;2;235;2;100;27;4.7;4.63;4.59;4.93;4.96;4.52;4.59;0.36
2;3;1;1;400;2;1125;13;4.62;4.92;4.85;4.69;4.92;4.15;4.54;0.19
2;2;1;1;600;14;1125;1;4.0;5.0;5.0;5.0;5.0;4.0;4.0;0.18
2;2;1;2;500;1;1125;34;4.85;4.94;4.91;4.97;4.94;4.62;4.76;0.45
2;1;1;1;400;1;7;147;4.91;4.94;4.96;4.96;4.98;4.89;4.87;1.97
2;3;1;1;1288;3;13;108;4.81;4.86;4.6;4.97;4.93;4.94;4.81;1.47
2;2;1;1;400;3;1125;32;4.69;4.91;4.56;4.97;4.97;4.44;4.59;0.43
2;2;1;1;300;4;30;50;4.98;4.98;4.96;4.98;4.98;4.9;4.94;0.79
2;2;1;1;1174;3;1125;8;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.13
2;4;1;2;1057;3;60;38;4.89;4.89;4.83;5.0;4.94;4.94;4.81;0.53
2;3;1;1;474;2;10;27;4.84;4.76;4.8;4.84;4.92;4.92;4.6;0.37
2;5;1;4;770;4;1125;3;5.0;4.67;5.0;5.0;5.0;4.33;5.0;0.05
2;2;1;1;919;3;21;25;4.54;4.61;4.35;4.95;4.83;4.76;4.38;0.35
2;2;1;2;800;6;10;8;5.0;5.0;4.13;4.86;5.0;5.0;4.57;0.13
2;2;1;2;700;4;14;8;4.71;4.71;4.43;5.0;5.0;4.29;4.29;0.13
2;4;1;2;887;3;50;36;4.71;4.8;4.54;4.91;4.91;4.8;4.66;0.51
2;2;1;1;514;2;8;9;4.63;4.88;4.38;4.88;4.88;5.0;4.75;0.13
2;2;1;1;750;2;6;7;4.57;4.86;4.86;4.86;5.0;4.71;4.71;0.1
2;2;1;1;800;7;60;43;4.45;4.53;4.08;4.55;4.58;4.85;4.28;0.6
2;2;1;1;805;2;1125;172;4.63;4.72;4.5;4.75;4.78;4.99;4.57;2.44
2;3;1;1;596;30;90;0;;;;;;;;
2;2;1;1;650;2;10;21;5.0;5.0;5.0;5.0;5.0;4.95;4.9;0.32
2;2;1;1;1100;12;1125;31;4.73;4.87;4.8;5.0;5.0;4.72;4.72;0.58
2;1;1;;960;1;1125;15;4.4;4.6;4.27;4.93;4.87;4.73;4.4;0.22
2;2;1;1;620;3;1125;0;;;;;;;;
2;2;1;1;1385;1;1125;8;5.0;5.0;5.0;5.0;5.0;5.0;4.75;0.11
2;4;1;2;723;2;1125;251;4.72;4.79;4.77;4.88;4.86;4.74;4.72;4.32
2;2;1;1;520;2;31;36;4.6;4.77;4.57;4.82;4.91;4.88;4.59;0.52
2;2;1;1;1150;3;8;49;4.96;4.96;5.0;5.0;4.98;4.92;4.85;0.76
2;2;1;1;710;2;1125;25;4.8;4.72;4.8;4.96;4.96;4.96;4.72;0.39
2;3;1;1;550;3;20;14;4.79;4.71;4.57;4.93;4.79;4.57;4.86;0.21
2;2;1;1;599;2;10;87;4.83;4.84;4.8;4.8;4.97;4.44;4.74;1.3
2;3;1;1;900;3;14;10;4.67;4.78;4.11;4.89;4.78;4.44;4.78;0.15
2;2;1;1;1580;2;20;54;4.92;4.94;4.85;4.89;4.94;4.98;4.68;0.87
2;2;1;1;450;3;14;24;4.86;5.0;5.0;5.0;5.0;4.91;4.82;0.36
2;6;1;1;880;2;14;11;5.0;4.89;4.78;5.0;5.0;5.0;4.89;0.17
2;2;1;1;1087;4;1125;37;4.86;4.86;4.89;4.86;4.89;5.0;4.81;0.56
2;4;1;1;900;5;1125;6;4.67;4.5;3.67;4.67;4.67;5.0;4.5;0.09
2;2;1;1;350;4;16;102;4.51;4.77;4.48;4.88;4.68;4.39;4.59;1.55
2;2;1;3;571;1;3;12;4.55;4.55;4.45;4.55;4.82;4.36;4.55;0.18
2;2;1;1;950;2;35;96;4.7;4.77;4.61;4.86;4.91;4.86;4.7;1.45
2;2;1;1;800;2;1125;15;5.0;5.0;5.0;5.0;5.0;4.8;4.87;0.24
2;2;1;1;700;5;28;90;4.79;4.75;4.82;4.91;4.82;4.85;4.7;1.4
2;2;1;2;900;2;1125;4;5.0;5.0;5.0;4.75;5.0;4.75;4.75;0.06
2;4;1;2;521;14;35;12;4.92;5.0;4.92;5.0;5.0;4.75;4.83;0.19
2;2;1;1;800;3;100;11;5.0;5.0;4.9;5.0;5.0;4.9;4.8;0.18
2;2;1;1;475;3;7;28;4.85;4.88;4.96;4.92;4.96;4.81;4.81;0.47
2;2;1;1;1514;2;6;8;4.43;4.71;4.29;4.57;4.14;4.86;4.57;0.13
2;2;1;1;750;5;20;8;4.88;5.0;4.75;5.0;5.0;5.0;4.88;0.13
2;3;1;2;2500;5;15;3;5.0;4.67;5.0;5.0;5.0;5.0;4.67;0.05
2;2;1;1;750;2;1125;11;4.89;5.0;4.67;5.0;5.0;5.0;4.56;0.18
2;2;1;1;750;3;1125;19;4.79;4.95;4.95;4.95;4.89;4.63;4.68;0.31
2;2;1;1;896;2;1125;86;4.87;4.92;4.73;4.92;4.99;4.89;4.76;1.45
2;2;1;1;1329;4;45;16;5.0;4.73;4.73;5.0;5.0;5.0;5.0;0.26
2;2;1;1;800;3;1125;67;4.76;4.86;4.82;4.97;4.95;4.95;4.72;1.09
2;2;1;1;899;4;30;17;5.0;5.0;4.88;5.0;4.94;5.0;4.88;0.28
2;2;1;1;780;13;1125;15;5.0;5.0;5.0;5.0;5.0;4.67;4.93;0.25
2;2;1;1;1200;1;1125;11;4.8;5.0;4.6;5.0;5.0;4.78;4.67;0.18
2;4;1;1;779;4;14;26;4.85;4.81;4.58;5.0;5.0;4.96;4.73;0.43
2;2;1;1;1800;2;7;9;4.89;5.0;4.78;4.56;4.89;4.89;5.0;0.61
2;2;1;1;721;5;14;19;5.0;5.0;4.63;4.95;5.0;4.95;4.95;0.33
2;2;1;1;914;6;60;46;4.76;4.87;4.52;4.84;4.82;4.67;4.58;0.76
2;2;1;1;2680;2;1125;25;4.92;4.88;4.72;4.92;4.92;4.92;4.84;0.42
2;2;1;1;880;7;1125;8;5.0;5.0;5.0;5.0;5.0;4.63;4.88;0.13
2;3;1;1;1986;4;1125;23;5.0;5.0;4.95;5.0;4.95;5.0;4.9;0.39
2;2;1;1;850;3;1125;11;4.82;5.0;4.91;5.0;5.0;4.7;4.8;0.18
2;2;1;1;850;3;75;17;4.94;5.0;4.82;5.0;5.0;4.94;4.88;0.33
2;6;1;1;2000;200;500;25;4.71;4.79;4.71;4.83;4.67;4.67;4.5;0.42
2;3;1;2;666;2;1125;2;5.0;5.0;4.5;5.0;4.5;5.0;5.0;0.03
2;2;1;1;650;2;7;12;4.64;4.73;4.91;4.73;4.91;4.55;4.36;0.2
2;2;1;1;1100;4;1125;6;4.83;5.0;5.0;5.0;4.83;5.0;4.83;0.1
2;2;1;1;700;2;1125;14;4.75;4.92;4.67;4.92;5.0;4.83;4.75;0.24
2;3;1;1;930;14;1125;8;5.0;5.0;5.0;5.0;5.0;5.0;4.71;0.13
2;2;1;1;750;2;30;6;4.83;4.83;4.33;5.0;5.0;4.67;4.83;0.1
2;2;1;1;410;3;70;25;4.64;4.84;4.32;4.84;5.0;4.84;4.52;0.62
2;3;1;3;1100;2;1125;3;4.33;5.0;4.67;4.33;4.67;5.0;4.67;0.1
2;3;1;2;999;2;10;33;4.84;4.91;4.91;4.91;4.94;4.75;4.72;0.56
2;2;1;1;795;1;1125;32;4.89;4.89;4.61;4.96;5.0;4.82;4.75;0.56
2;2;1;1;500;4;1125;35;4.97;4.94;4.8;4.77;5.0;4.89;4.86;0.6
2;2;1;1;903;3;15;53;4.94;4.96;4.92;4.98;4.98;4.86;4.88;0.92
2;3;1;1;850;7;1125;34;4.68;4.88;4.79;4.85;4.85;4.91;4.62;0.62
2;2;1;1;1142;3;1125;121;4.82;4.87;4.86;4.93;4.97;4.86;4.62;2.13
2;2;1;1;950;2;1125;27;4.96;5.0;5.0;5.0;5.0;4.75;5.0;0.51
2;2;1;1;1171;4;1124;29;4.89;4.89;4.68;4.96;5.0;4.75;4.89;0.53
2;3;1;1;993;3;90;24;4.61;4.7;4.48;4.91;4.87;4.74;4.48;0.44
2;2;1;1;899;2;14;38;4.92;4.89;4.66;4.92;4.92;4.89;4.71;0.75
2;4;1;1;1000;5;100;32;4.71;4.81;4.59;4.94;4.94;5.0;4.69;0.65
2;3;1;2;929;3;180;85;4.86;4.92;4.88;4.92;4.95;4.75;4.74;1.85
2;4;1;2;632;2;1125;16;4.67;4.4;4.47;4.73;4.93;5.0;4.4;0.3
2;2;1;1;993;2;1125;19;4.22;4.44;3.44;4.56;4.56;4.67;4.22;0.37
2;4;1;2;650;2;1125;13;4.85;4.92;4.77;4.92;5.0;4.69;4.92;0.26
2;2;1;1;772;1;5;49;4.85;4.96;4.94;4.88;4.96;4.67;4.71;0.99
2;3;1;3;1100;2;120;33;4.9;4.97;4.4;4.9;5.0;4.93;4.73;0.73
2;2;1;1;621;1;1125;99;4.82;4.86;4.81;4.97;4.98;4.73;4.65;2.0
2;2;1;1;690;5;1125;13;5.0;5.0;4.92;5.0;4.83;4.92;4.83;0.28
2;2;1;1;840;5;14;5;5.0;5.0;5.0;5.0;5.0;4.8;4.8;0.12
2;2;1;1;1145;2;3;69;4.79;4.84;4.81;4.96;4.97;4.78;4.63;1.39
2;2;1;1;1155;20;25;16;4.93;4.79;4.93;5.0;5.0;4.79;4.93;0.33
2;2;1;1;800;3;20;11;5.0;5.0;4.91;5.0;5.0;4.82;4.73;0.23
2;2;1;1;850;3;1125;49;4.85;4.83;4.83;4.85;4.94;4.81;4.66;1.0
2;4;1;2;1471;4;14;26;4.92;4.96;4.88;5.0;4.96;4.81;4.88;0.53
2;3;1;1;1200;3;1125;11;4.36;4.18;4.55;4.73;4.82;4.64;4.36;0.24
2;3;1;2;500;7;1125;7;4.75;4.75;4.25;4.75;4.75;3.75;4.75;0.15
2;2;1;1;1000;3;8;26;4.77;4.95;4.65;5.0;4.9;4.75;4.75;0.55
2;3;1;1;1700;5;60;8;5.0;4.88;5.0;5.0;5.0;5.0;4.38;0.18
2;2;1;2;315;4;6;6;4.83;4.83;4.5;5.0;5.0;4.5;5.0;0.13
2;2;1;2;1321;2;120;27;4.58;4.54;4.73;4.77;4.65;4.5;4.5;0.6
2;4;1;2;1200;5;1125;0;;;;;;;;
2;3;1;1;1000;2;31;8;5.0;5.0;4.88;4.88;5.0;4.75;4.63;0.18
2;2;1;4;1296;6;1125;12;4.92;5.0;4.75;4.83;5.0;5.0;4.92;0.28
2;3;1;2;500;4;60;9;4.88;4.88;4.75;5.0;5.0;5.0;4.88;0.19
2;2;1;1;750;7;10;3;5.0;5.0;4.5;5.0;5.0;5.0;5.0;0.06
2;1;1;1;555;2;1125;19;4.89;4.89;5.0;5.0;5.0;4.89;4.95;0.41
2;2;1;1;400;20;1125;32;4.69;4.88;4.84;4.84;4.94;4.63;4.69;0.68
2;2;1;1;750;4;20;2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.04
2;4;1;2;645;3;10;18;4.61;4.78;5.0;4.78;4.89;4.78;4.72;0.39
2;2;1;1;900;4;1125;3;4.67;4.67;4.67;5.0;5.0;5.0;4.67;0.07
2;2;1;1;786;2;21;13;4.92;4.85;5.0;5.0;5.0;4.92;4.77;0.28
2;3;1;1;736;2;1125;6;5.0;5.0;4.83;5.0;5.0;5.0;5.0;0.56
2;2;1;1;1000;3;1125;12;4.92;4.92;4.92;4.83;4.92;4.83;4.67;0.26
2;2;1;1;600;2;14;9;4.78;4.56;4.67;4.78;4.67;4.67;4.78;0.24
2;2;1;1;1200;1;1125;6;4.83;5.0;4.83;5.0;5.0;5.0;4.5;0.13
2;2;1;1;950;3;1125;7;4.57;4.71;4.57;4.71;4.86;4.86;4.57;0.18
2;2;1;1;10800;2;1125;4;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.09
2;2;1;1;750;2;1125;6;5.0;5.0;4.67;4.83;5.0;4.5;5.0;0.13
2;3;1;2;1200;1;1125;70;4.46;4.52;4.52;4.8;4.75;4.38;4.39;1.52
2;3;1;1;800;3;7;13;4.92;5.0;4.92;5.0;5.0;4.92;4.77;0.28
2;2;1;1;900;2;100;1;4.0;4.0;4.0;5.0;5.0;5.0;4.0;0.03
2;2;1;1;500;3;6;8;4.88;4.63;4.25;5.0;4.75;5.0;4.75;0.18
2;3;1;2;450;4;1125;181;4.76;4.89;4.86;4.88;4.8;4.77;4.68;4.0
2;2;1;1;1000;2;1125;26;4.92;4.9;4.4;4.9;5.0;4.8;4.7;0.59
2;3;1;1;1200;3;14;6;4.67;4.83;4.0;5.0;5.0;5.0;4.5;0.13
2;3;1;1;345;13;1125;14;4.86;4.86;4.93;5.0;5.0;4.93;4.86;0.31
2;2;1;1;598;2;1125;1;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.02
2;3;1;1;632;1;1125;4;5.0;5.0;5.0;3.67;5.0;4.67;4.67;0.09
2;4;1;2;793;2;1125;36;4.69;4.81;4.44;4.92;4.94;4.72;4.5;0.97
2;2;1;1;500;3;10;11;4.0;4.56;3.56;4.56;4.78;4.67;4.22;0.26
2;2;1;1;895;2;3;0;;;;;;;;
2;3;1;1;866;2;365;0;;;;;;;;
