Road name;Road Number;Type;m2;Build Year;ZipCode;City;Date of Sale;Type of Sale;Price
Holck Winterfeldts Alle  ;9;Villa;114;1902;2900;Hellerup;21-03-10;Alm. Salg;12150000
Holck Winterfeldts Alle  ;5;Villa;195;1903;2900;Hellerup;24-03-14;Alm. Salg;11300000
Hambros Alle  ;6;Villa;220;2011;2900;Hellerup;10-02-12;Alm. Salg;20500000
Hambros Alle  ;5;Villa;201;1900;2900;Hellerup;20-09-10;Alm. Salg;19000000
Hambros Alle  ;4;Villa;261;1904;2900;Hellerup;10-12-13;Alm. Salg;19000000
Hambros Alle  ;32;Villa;570;1915;2900;Hellerup;28-11-11;Alm. Salg;50000000
Hambros Alle  ;29;Villa;263;1954;2900;Hellerup;06-12-12;Alm. Salg;22100000
Hambros Alle  ;20;Villa;389;1923;2900;Hellerup;06-07-12;Alm. Salg;27000000
Hambros Alle  ;17;Villa;343;1919;2900;Hellerup;26-05-11;Alm. Salg;34600000
Hambros Alle  ;10;Villa;220;1903;2900;Hellerup;18-09-14;Alm. Salg;15000000
Hambros Alle  ;1;Lejlighed;60;1902;2900;Hellerup;10-01-13;Alm. Salg;18500000
Højsgårds Alle  ;84;Villa;144;1934;2900;Hellerup;01-06-11;Alm. Salg;4900000
Højsgårds Alle  ;83;Villa;184;1927;2900;Hellerup;28-02-12;Alm. Salg;4200000
Højsgårds Alle  ;82;Villa;113;1933;2900;Hellerup;13-12-11;Alm. Salg;3800000
Højsgårds Alle  ;81;Villa;182;1929;2900;Hellerup;15-06-14;Alm. Salg;6400000
Højsgårds Alle  ;78;Villa;131;1930;2900;Hellerup;16-05-13;Alm. Salg;4000000
Højsgårds Alle  ;74;Villa;114;1950;2900;Hellerup;14-01-13;Alm. Salg;3200000
Højsgårds Alle  ;73;Villa;167;1931;2900;Hellerup;22-06-12;Alm. Salg;4700000
Højsgårds Alle  ;63B;Rækkehus;99;1933;2900;Hellerup;19-01-12;Alm. Salg;2100000
Højsgårds Alle  ;62;Villa;148;1928;2900;Hellerup;12-05-15;Alm. Salg;6250000
Højsgårds Alle  ;61;Villa;124;1925;2900;Hellerup;20-02-15;Alm. Salg;4400000
Højsgårds Alle  ;49;Villa;116;1925;2900;Hellerup;16-07-14;Alm. Salg;4350000
Højsgårds Alle  ;3B;Villa;106;1957;2900;Hellerup;10-06-12;Alm. Salg;3175000
Højsgårds Alle  ;13;Villa;156;1934;2900;Hellerup;29-06-11;Alm. Salg;3360000
Hesselvang  ;7;Rækkehus;179;1931;2900;Hellerup;10-03-14;Alm. Salg;5800000
Hesselvang  ;6;Rækkehus;186;1931;2900;Hellerup;12-05-15;Alm. Salg;7585000
Hesselvang  ;5;Rækkehus;197;1931;2900;Hellerup;14-01-15;Alm. Salg;7200000
Hesselvang  ;4;Rækkehus;197;1932;2900;Hellerup;10-04-15;Alm. Salg;7500000
Hesselvang  ;19;Rækkehus;200;1931;2900;Hellerup;04-02-14;Alm. Salg;6600000
Hesselvang  ;17;Rækkehus;200;1931;2900;Hellerup;20-10-12;Alm. Salg;5900000
Hesselvang  ;15;Rækkehus;153;1931;2900;Hellerup;08-03-12;Alm. Salg;6250000
Hesseltoften  ;8;Rækkehus;163;1943;2900;Hellerup;27-04-10;Alm. Salg;5550000
Hesseltoften  ;6;Rækkehus;163;1943;2900;Hellerup;25-05-10;Andet;2125000
Hesseltoften  ;5;Rækkehus;148;1959;2900;Hellerup;18-06-12;Alm. Salg;4875000
Hesseltoften  ;4;Rækkehus;167;1943;2900;Hellerup;10-06-13;Fam. Salg;6000000
Hesseltoften  ;20;Rækkehus;113;1953;2900;Hellerup;03-06-15;Alm. Salg;4895000
Hesseltoften  ;10;Rækkehus;164;1943;2900;Hellerup;22-01-14;Alm. Salg;5800000
Heslehøj Alle  ;8;Villa;281;1933;2900;Hellerup;20-06-12;Alm. Salg;9800000
Heslehøj Alle  ;6;Villa;196;1933;2900;Hellerup;25-02-11;Alm. Salg;5500000
Heslehøj Alle  ;4;Villa;377;1911;2900;Hellerup;27-06-14;Alm. Salg;17000000
Heslegårdsvej  ;8;Lejlighed;87;1992;2900;Hellerup;19-09-12;Alm. Salg;2200000
Heslegårdsvej  ;8;Lejlighed;87;1992;2900;Hellerup;15-07-13;Alm. Salg;2325000
Heslegårdsvej  ;8;Lejlighed;105;1992;2900;Hellerup;12-01-13;Alm. Salg;1200050
Heslegårdsvej  ;8;Lejlighed;75;1992;2900;Hellerup;13-02-14;Alm. Salg;1422000
Heslegårdsvej  ;8;Lejlighed;87;1992;2900;Hellerup;09-06-15;Alm. Salg;2975000
Heslegårdsvej  ;8;Lejlighed;87;1992;2900;Hellerup;28-06-13;Alm. Salg;2495000
Heslegårdsvej  ;8;Lejlighed;105;1992;2900;Hellerup;22-06-11;Alm. Salg;2795000
Heslegårdsvej  ;7;Rækkehus;208;1932;2900;Hellerup;02-07-15;Alm. Salg;7025000
Heslegårdsvej  ;6;Lejlighed;87;1992;2900;Hellerup;24-05-11;Alm. Salg;1795000
Heslegårdsvej  ;6;Lejlighed;105;1992;2900;Hellerup;05-02-10;Alm. Salg;2300000
Heslegårdsvej  ;6;Lejlighed;75;1992;2900;Hellerup;03-11-10;Alm. Salg;1490000
Heslegårdsvej  ;6;Lejlighed;105;1992;2900;Hellerup;20-02-15;Alm. Salg;3925000
Heslegårdsvej  ;6;Lejlighed;75;1992;2900;Hellerup;13-10-14;Alm. Salg;2000000
Heslegårdsvej  ;6;Lejlighed;105;1992;2900;Hellerup;03-09-10;Alm. Salg;2980000
Heslegårdsvej  ;6;Lejlighed;87;1992;2900;Hellerup;18-08-15;Alm. Salg;2925000
Heslegårdsvej  ;6;Lejlighed;87;1992;2900;Hellerup;01-05-12;Alm. Salg;1900000
Heslegårdsvej  ;43;Rækkehus;168;1932;2900;Hellerup;21-02-13;Alm. Salg;5995000
Heslegårdsvej  ;41;Rækkehus;217;1932;2900;Hellerup;12-12-10;Alm. Salg;6875000
Heslegårdsvej  ;4;Lejlighed;87;1992;2900;Hellerup;25-01-11;Alm. Salg;1725000
Heslegårdsvej  ;4;Lejlighed;75;1992;2900;Hellerup;29-09-10;Alm. Salg;1245000
Heslegårdsvej  ;4;Lejlighed;75;1992;2900;Hellerup;28-01-15;Alm. Salg;2500000
Heslegårdsvej  ;4;Lejlighed;75;1992;2900;Hellerup;23-07-14;Alm. Salg;2450000
Heslegårdsvej  ;4;Lejlighed;87;1992;2900;Hellerup;06-03-13;Alm. Salg;2195000
Heslegårdsvej  ;4;Lejlighed;105;1992;2900;Hellerup;25-02-10;Alm. Salg;2650000
Heslegårdsvej  ;4;Lejlighed;75;1992;2900;Hellerup;01-03-10;Alm. Salg;1500000
Heslegårdsvej  ;31;Rækkehus;200;1931;2900;Hellerup;19-12-10;Alm. Salg;6625000
Heslegårdsvej  ;25;Rækkehus;244;1932;2900;Hellerup;19-07-13;Alm. Salg;7300000
Heslegårdsvej  ;23;Rækkehus;302;1932;2900;Hellerup;20-04-12;Alm. Salg;7300000
Heslegårdsvej  ;2;Lejlighed;87;1992;2900;Hellerup;07-10-11;Alm. Salg;1795000
Heslegårdsvej  ;2;Lejlighed;76;1992;2900;Hellerup;25-03-15;Alm. Salg;2495000
Heslegårdsvej  ;2;Lejlighed;106;1992;2900;Hellerup;01-02-11;Alm. Salg;2995000
Heslegårdsvej  ;2;Lejlighed;106;1992;2900;Hellerup;26-01-12;Alm. Salg;2900000
Heslegårdsvej  ;2;Lejlighed;87;1992;2900;Hellerup;27-10-14;Alm. Salg;2650000
Heslegårdsvej  ;19;Rækkehus;168;1932;2900;Hellerup;19-04-10;Alm. Salg;5750000
Heslegårdsvej  ;15;Rækkehus;208;1932;2900;Hellerup;19-10-10;Alm. Salg;5940000
Heslegårdsvej  ;13;Rækkehus;162;1932;2900;Hellerup;28-09-15;Andet;1825000
Heslegårdsvej  ;1;Rækkehus;301;1932;2900;Hellerup;18-08-14;Alm. Salg;8300000
Henningsens Alle  ;9;Villa;232;1896;2900;Hellerup;27-02-12;Alm. Salg;5200000
Henningsens Alle  ;6;Lejlighed;113;1907;2900;Hellerup;20-01-14;Alm. Salg;2550000
Henningsens Alle  ;56;Villa;180;1918;2900;Hellerup;09-10-13;Alm. Salg;6150000
Henningsens Alle  ;53;Villa;100;2012;2900;Hellerup;23-07-14;Andet;6100000
Henningsens Alle  ;4B;Lejlighed;183;1928;2900;Hellerup;09-11-11;Auktion;2150000
Henningsens Alle  ;4A;Lejlighed;81;1900;2900;Hellerup;05-03-15;Alm. Salg;2000000
Henningsens Alle  ;49;Villa;366;1928;2900;Hellerup;27-02-14;Alm. Salg;15100000
Henningsens Alle  ;48;Villa;127;1957;2900;Hellerup;30-09-11;Alm. Salg;4540000
Henningsens Alle  ;47;Villa;167;1962;2900;Hellerup;23-01-15;Alm. Salg;9850000
Henningsens Alle  ;38;Lejlighed;78;1901;2900;Hellerup;26-01-12;Alm. Salg;3300000
Henningsens Alle  ;32;Villa;296;1898;2900;Hellerup;17-03-15;Alm. Salg;8325000
Henningsens Alle  ;30A;Villa;187;1933;2900;Hellerup;20-07-12;Alm. Salg;7300000
Henningsens Alle  ;22B;Lejlighed;116;1893;2900;Hellerup;27-04-15;Alm. Salg;4000000
Henningsens Alle  ;2;Lejlighed;126;1928;2900;Hellerup;14-02-12;Auktion;1610000
Henningsens Alle  ;17;Villa;188;2013;2900;Hellerup;24-07-14;Alm. Salg;7760000
Helsebakken  ;2;Villa;114;1933;2900;Hellerup;20-12-12;Andet;225000
Hellerupvej  ;9;Villa;206;1934;8000;Aarhus C;22-12-14;Alm. Salg;7000000
Hellerupvej  ;82;Villa;195;1901;2900;Hellerup;26-09-12;Alm. Salg;8500000
Hellerupvej  ;8;Lejlighed;133;1906;2900;Hellerup;10-09-15;Fam. Salg;2050000
Hellerupvej  ;8;Lejlighed;131;1906;2900;Hellerup;10-09-15;Fam. Salg;2050000
Hellerupvej  ;7;Villa;174;1934;8000;Aarhus C;08-01-13;Alm. Salg;6125000
Hellerupvej  ;63;Lejlighed;129;1903;2900;Hellerup;23-06-11;Alm. Salg;4775000
Hellerupvej  ;63;Lejlighed;112;1903;2900;Hellerup;24-06-11;Alm. Salg;2950000
Hellerupvej  ;60;Lejlighed;136;1930;2900;Hellerup;05-05-14;Alm. Salg;4500000
Hellerupvej  ;60;Lejlighed;92;1930;2900;Hellerup;24-04-15;Alm. Salg;3450000
Hellerupvej  ;60;Lejlighed;100;1930;2900;Hellerup;18-10-13;Alm. Salg;2995000
Hellerupvej  ;59;Villa;253;1915;2900;Hellerup;02-09-10;Alm. Salg;7650000
Hellerupvej  ;58;Lejlighed;74;1930;2900;Hellerup;14-07-14;Alm. Salg;2175000
Hellerupvej  ;58;Lejlighed;152;1930;2900;Hellerup;14-10-12;Alm. Salg;3525000
Hellerupvej  ;58;Lejlighed;129;1930;2900;Hellerup;19-11-13;Alm. Salg;3795000
Hellerupvej  ;55;Villa;313;1899;2900;Hellerup;30-07-12;Andet;3245500
Hellerupvej  ;54;Lejlighed;81;2009;2900;Hellerup;11-04-13;Alm. Salg;3450000
Hellerupvej  ;54;Lejlighed;188;2009;2900;Hellerup;27-06-11;Andet;27345000
Hellerupvej  ;54;Lejlighed;72;2009;2900;Hellerup;27-06-11;Andet;27345000
Hellerupvej  ;54;Lejlighed;84;2009;2900;Hellerup;27-06-11;Andet;27345000
Hellerupvej  ;54;Lejlighed;98;2009;2900;Hellerup;27-06-11;Andet;27345000
Hellerupvej  ;54;Lejlighed;84;2009;2900;Hellerup;27-06-11;Andet;27345000
Hellerupvej  ;54;Lejlighed;44;2009;2900;Hellerup;27-06-11;Andet;27345000
Hellerupvej  ;54;Lejlighed;98;2009;2900;Hellerup;27-06-11;Andet;27345000
Hellerupvej  ;54;Lejlighed;84;2009;2900;Hellerup;27-06-11;Andet;27345000
Hellerupvej  ;54;Lejlighed;44;2009;2900;Hellerup;27-06-11;Andet;27345000
Hellerupvej  ;51D;Lejlighed;112;1930;2900;Hellerup;12-04-10;Alm. Salg;2600000
Hellerupvej  ;51C;Lejlighed;156;1930;2900;Hellerup;08-12-11;Alm. Salg;4195000
Hellerupvej  ;51C;Lejlighed;117;1930;2900;Hellerup;19-03-10;Alm. Salg;3360000
Hellerupvej  ;51C;Lejlighed;156;1930;2900;Hellerup;27-06-13;Alm. Salg;4200000
Hellerupvej  ;51C;Lejlighed;117;1930;2900;Hellerup;29-03-11;Alm. Salg;3725000
Hellerupvej  ;49;Stuehus;222;1919;5853;Ørbæk;11-07-14;Alm. Salg;3200000
Hellerupvej  ;43A;Lejlighed;99;1903;2900;Hellerup;10-01-12;Alm. Salg;2995000
Hellerupvej  ;43A;Lejlighed;99;1903;2900;Hellerup;17-10-11;Alm. Salg;2230000
Hellerupvej  ;43A;Lejlighed;99;1903;2900;Hellerup;28-07-10;Auktion;2700000
Hellerupvej  ;43;Lejlighed;169;1903;2900;Hellerup;23-08-10;Alm. Salg;2500000
Hellerupvej  ;43;Lejlighed;170;1903;2900;Hellerup;21-05-12;Alm. Salg;4100000
Hellerupvej  ;43;Villa;72;1962;5853;Ørbæk;28-09-10;Alm. Salg;735000
Hellerupvej  ;40;Villa;78;1958;8800;Viborg;15-04-14;Fam. Salg;250000
Hellerupvej  ;33;Lejlighed;142;1889;2900;Hellerup;25-11-10;Alm. Salg;2650000
Hellerupvej  ;31;Lejlighed;152;1896;2900;Hellerup;24-01-11;Alm. Salg;3600000
Hellerupvej  ;3;Lejlighed;110;1904;2900;Hellerup;09-09-14;Alm. Salg;3250000
Hellerupvej  ;3;Lejlighed;56;1904;2900;Hellerup;05-06-15;Alm. Salg;1995000
Hellerupvej  ;3;Lejlighed;134;1904;2900;Hellerup;26-03-15;Alm. Salg;4900000
Hellerupvej  ;3;Lejlighed;151;1904;2900;Hellerup;11-12-13;Alm. Salg;4800000
Hellerupvej  ;29;Villa;184;1896;2900;Hellerup;23-09-14;Alm. Salg;7475000
Hellerupvej  ;27;Lejlighed;57;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;27;Lejlighed;57;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;27;Lejlighed;70;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;27;Lejlighed;70;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;26;Stuehus;202;1907;5853;Ørbæk;09-05-15;Alm. Salg;2050000
Hellerupvej  ;25;Lejlighed;57;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;25;Lejlighed;57;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;25;Lejlighed;70;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;25;Lejlighed;70;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;24;Stuehus;309;2010;8800;Viborg;03-09-12;Fam. Salg;6262044
Hellerupvej  ;23;Lejlighed;57;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;23;Lejlighed;57;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;23;Lejlighed;70;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;23;Lejlighed;70;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;21;Lejlighed;57;1990;2900;Hellerup;21-10-10;Alm. Salg;26350704
Hellerupvej  ;21;Lejlighed;57;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;21;Lejlighed;70;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;21;Lejlighed;70;1990;2900;Hellerup;21-10-10;Alm. Salg;26351704
Hellerupvej  ;16;Villa;159;1934;5750;Ringe;23-03-12;Fam. Salg;580000
Hellerupvej  ;15;Lejlighed;93;1900;2900;Hellerup;19-09-12;Alm. Salg;2615000
Hellerupvej  ;15;Lejlighed;93;1900;2900;Hellerup;24-07-13;Alm. Salg;2300000
Hellerupvej  ;15;Lejlighed;96;1900;2900;Hellerup;31-01-11;Alm. Salg;2775000
Hellerupvej  ;14;Lejlighed;114;1897;2900;Hellerup;08-12-10;Alm. Salg;6000000
Hellerupvej  ;12;Villa;200;1935;8000;Aarhus C;08-09-14;Alm. Salg;6500000
Hellerupvej  ;10;Villa;108;1934;8000;Aarhus C;17-07-14;Alm. Salg;5095000
Helleruplund Alle  ;6;Lejlighed;103;1900;2900;Hellerup;21-12-12;Alm. Salg;4100000
Helleruplund Alle  ;5;Lejlighed;194;1919;2900;Hellerup;09-01-15;Alm. Salg;6850000
Helleruplund Alle  ;3;Villa;204;1900;2900;Hellerup;19-04-15;Alm. Salg;8200000
Helleruplund Alle  ;27;Villa;287;1923;2900;Hellerup;15-08-13;Alm. Salg;7995000
Helleruplund Alle  ;21;Villa;420;1918;2900;Hellerup;15-04-14;Alm. Salg;14500000
Helleruplund Alle  ;16;Villa;224;1975;2900;Hellerup;18-03-13;Alm. Salg;4200000
Helleruplund Alle  ;12;Villa;206;1930;2900;Hellerup;15-01-15;Alm. Salg;11000000
Hellerupgårdvej  ;9;Villa;264;1892;2900;Hellerup;22-05-14;Alm. Salg;9400000
Hellerupgårdvej  ;6;Villa;226;1902;2900;Hellerup;25-02-15;Alm. Salg;8400000
Hellerupgårdvej  ;19;Villa;206;1895;2900;Hellerup;18-04-13;Alm. Salg;9300000
Hellerupgårdvej  ;17;Villa;202;1895;2900;Hellerup;19-05-11;Alm. Salg;7250000
Grants Alle  ;51;Villa;113;1931;2900;Hellerup;26-02-10;Fam. Salg;2600000
Grants Alle  ;50;Villa;135;1929;2900;Hellerup;09-03-10;Alm. Salg;4795000
Grants Alle  ;44;Villa;168;1970;2900;Hellerup;18-11-10;Alm. Salg;5850000
Grants Alle  ;42;Villa;165;1927;2900;Hellerup;28-04-11;Alm. Salg;1500000
Grants Alle  ;41;Villa;142;1931;2900;Hellerup;21-12-12;Alm. Salg;4350000
Grants Alle  ;31;Villa;180;1928;2900;Hellerup;23-10-13;Alm. Salg;4850000
Grants Alle  ;24;Villa;148;1981;2900;Hellerup;18-04-13;Alm. Salg;5100000
Grants Alle  ;13;Villa;151;1943;2900;Hellerup;06-06-12;Alm. Salg;3200000
Havslundevej  ;6;Villa;186;1918;2900;Hellerup;24-04-14;Alm. Salg;6500000
Havsgårdsvej  ;9;Villa;96;1935;2900;Hellerup;18-01-12;Alm. Salg;3000000
Havsgårdsvej  ;7;Villa;112;1922;2900;Hellerup;30-06-15;Fam. Salg;2010315
Havsgårdsvej  ;5;Villa;143;1958;2900;Hellerup;18-11-11;Alm. Salg;4300000
Havsgårdsvej  ;35;Lejlighed;86;1939;2900;Hellerup;03-08-15;Alm. Salg;3400000
Havsgårdsvej  ;35;Lejlighed;210;1939;2900;Hellerup;11-10-11;Alm. Salg;3100000
Havsgårdsvej  ;27;Villa;195;1966;2900;Hellerup;22-12-12;Alm. Salg;4130000
Havsgårdsvej  ;21;Rækkehus;175;1919;2900;Hellerup;02-05-13;Alm. Salg;5550000
Havsgårdsvej  ;19;Rækkehus;231;1919;2900;Hellerup;24-10-11;Alm. Salg;2600000
Havsgårdsvej  ;17;Villa;186;1936;2900;Hellerup;29-01-13;Alm. Salg;5200000
Havsgårdsvej  ;12;Villa;97;1944;2900;Hellerup;11-08-14;Alm. Salg;5250000
Hartmannsvej  ;9;Villa;185;1892;2900;Hellerup;14-02-10;Alm. Salg;4500000
Hartmannsvej  ;7;Villa;148;1914;2900;Hellerup;07-04-14;Alm. Salg;6000000
Hartmannsvej  ;39;Villa;216;1928;2900;Hellerup;30-04-14;Alm. Salg;8050000
Hartmannsvej  ;35;Villa;158;1934;2900;Hellerup;06-02-14;Alm. Salg;5250000
Hartmannsvej  ;33;Villa;151;1935;2900;Hellerup;29-06-12;Alm. Salg;5295000
Hartmannsvej  ;31B;Villa;100;1954;2900;Hellerup;02-12-13;Alm. Salg;3450000
Hartmannsvej  ;31A;Villa;108;1954;2900;Hellerup;24-11-14;Alm. Salg;4070000
Hartmannsvej  ;27;Villa;142;1933;2900;Hellerup;15-01-13;Alm. Salg;3991500
Hartmannsvej  ;19;Villa;122;1921;2900;Hellerup;04-05-15;Alm. Salg;5540000
Hartmannsvej  ;12;Villa;215;1928;2900;Hellerup;28-04-10;Alm. Salg;6795000
Hans Jensens Vej  ;9;Villa;133;1928;2900;Hellerup;24-08-10;Alm. Salg;4500000
Hans Jensens Vej  ;8;Villa;169;1928;2900;Hellerup;28-05-12;Alm. Salg;6500000
Hans Jensens Vej  ;7;Villa;237;1925;2900;Hellerup;24-09-11;Alm. Salg;3000000
Hans Jensens Vej  ;6;Villa;311;1923;2900;Hellerup;04-11-13;Fam. Salg;3075000
Hans Jensens Vej  ;5;Villa;193;1926;2900;Hellerup;27-02-14;Alm. Salg;7000000
Hans Jensens Vej  ;38;Villa;177;1933;2900;Hellerup;31-07-12;Alm. Salg;4000000
Hans Jensens Vej  ;35;Villa;135;1932;2900;Hellerup;18-07-12;Alm. Salg;3500000
Hans Jensens Vej  ;33;Villa;165;1932;2900;Hellerup;10-03-15;Alm. Salg;6050000
Hans Jensens Vej  ;25;Villa;115;1932;2900;Hellerup;27-03-14;Alm. Salg;4775000
Hans Jensens Vej  ;22;Villa;231;1932;2900;Hellerup;10-05-10;Alm. Salg;5650000
Hans Jensens Vej  ;21;Lejlighed;93;1931;2900;Hellerup;04-09-12;Alm. Salg;3400000
Hans Jensens Vej  ;20;Villa;187;1932;2900;Hellerup;02-04-14;Alm. Salg;5300000
Hans Jensens Vej  ;10;Villa;207;1923;2900;Hellerup;17-06-10;Alm. Salg;7250000
Hagens Alle  ;7;Villa;146;1931;2900;Hellerup;03-06-15;Alm. Salg;6350000
Hagens Alle  ;60;Villa;125;1934;2900;Hellerup;25-01-10;Alm. Salg;3000000
Hagens Alle  ;6;Villa;108;1925;2900;Hellerup;28-10-11;Alm. Salg;3000000
Hagens Alle  ;54;Villa;158;1927;2900;Hellerup;25-11-12;Alm. Salg;5500000
Hagens Alle  ;53;Villa;173;1933;2900;Hellerup;18-09-15;Fam. Salg;873056
Hagens Alle  ;49;Villa;157;1936;2900;Hellerup;18-12-12;Fam. Salg;2650000
Hagens Alle  ;46;Villa;127;1927;2900;Hellerup;16-10-10;Alm. Salg;5225000
Hagens Alle  ;35;Villa;106;1936;2900;Hellerup;03-10-12;Alm. Salg;4150000
Hagens Alle  ;33;Villa;145;1931;2900;Hellerup;05-11-13;Alm. Salg;5425000
Hagens Alle  ;29;Villa;122;1928;2900;Hellerup;24-08-10;Alm. Salg;4750000
Hagens Alle  ;21;Villa;163;1931;2900;Hellerup;28-07-15;Alm. Salg;6300000
Hans Bekkevolds Alle  ;16;Lejlighed;260;2003;2900;Hellerup;29-10-14;Alm. Salg;17500000
Fragariavej  ;9;Rækkehus;179;1931;2900;Hellerup;08-05-15;Alm. Salg;5755000
Fragariavej  ;13;Rækkehus;180;1932;2900;Hellerup;09-08-11;Alm. Salg;3800000
Gruts Alle  ;5;Villa;361;1902;2900;Hellerup;25-10-10;Alm. Salg;10000000
Gruts Alle  ;14A;Villa;146;1978;2900;Hellerup;01-06-11;Alm. Salg;6100000
Grumstrupsvej  ;31;Villa;242;1933;2900;Hellerup;05-09-14;Alm. Salg;8000000
Grumstrupsvej  ;3;Villa;117;1933;2900;Hellerup;20-05-10;Alm. Salg;3700000
Grumstrupsvej  ;22;Villa;217;1933;2900;Hellerup;01-07-15;Alm. Salg;8650000
Grumstrupsvej  ;20;Villa;154;1935;2900;Hellerup;15-03-12;Alm. Salg;5650000
Grumstrupsvej  ;15;Villa;223;1933;2900;Hellerup;24-03-10;Alm. Salg;6650000
Granhøjen  ;7;Villa;405;1935;2900;Hellerup;26-01-15;Alm. Salg;14250000
Granhøjen  ;4;Villa;285;1955;2900;Hellerup;05-01-11;Fam. Salg;1600833
Granhøjen  ;19;Villa;272;1935;2900;Hellerup;16-11-14;Alm. Salg;8750000
Granhøjen  ;18;Villa;513;1935;2900;Hellerup;13-03-15;Alm. Salg;16150000
Godhavnsvej  ;9;Villa;105;1938;2900;Hellerup;16-02-12;Alm. Salg;4025000
Godhavnsvej  ;8;Villa;120;1928;2900;Hellerup;07-02-12;Alm. Salg;5575000
Godhavnsvej  ;25;Villa;146;1948;2900;Hellerup;22-09-14;Alm. Salg;5500000
Godhavnsvej  ;22;Villa;132;1959;2900;Hellerup;14-09-15;Andet;3550000
Gersonsvej  ;9;Lejlighed;230;1895;2900;Hellerup;06-07-10;Alm. Salg;2203600
Gersonsvej  ;61;Lejlighed;107;1930;2900;Hellerup;02-05-11;Alm. Salg;2750000
Gersonsvej  ;61;Lejlighed;107;1930;2900;Hellerup;02-05-14;Alm. Salg;3495000
Gersonsvej  ;6;Villa;301;1889;2900;Hellerup;15-02-10;Auktion;5400000
Gersonsvej  ;59;Villa;144;1924;2900;Hellerup;08-08-13;Alm. Salg;5450000
Gersonsvej  ;57;Villa;212;1933;2900;Hellerup;01-02-15;Alm. Salg;6000000
Gersonsvej  ;51;Villa;229;1923;2900;Hellerup;16-01-15;Alm. Salg;2650000
Gersonsvej  ;3;Villa;217;1890;2900;Hellerup;19-10-11;Alm. Salg;3500000
Gersonsvej  ;29;Villa;195;1899;2900;Hellerup;13-12-13;Alm. Salg;3900000
Gersonsvej  ;23;Lejlighed;163;1896;2900;Hellerup;21-03-14;Alm. Salg;5550000
Gersonsvej  ;23;Lejlighed;115;1896;2900;Hellerup;18-12-13;Alm. Salg;4850000
Gersonsvej  ;22;Villa;446;1897;2900;Hellerup;01-10-12;Alm. Salg;9627000
Gersonsvej  ;20;Villa;275;1897;2900;Hellerup;19-03-14;Alm. Salg;10000000
Gersonsvej  ;18;Villa;348;1896;2900;Hellerup;01-10-13;Alm. Salg;6200000
Gersonsvej  ;14;Lejlighed;121;1903;2900;Hellerup;31-03-15;Alm. Salg;4950000
Gersonsvej  ;1;Døgninstitution;142;1891;2900;Hellerup;03-06-13;Alm. Salg;5995000
Gjørlingsvej  ;7;Villa;244;1918;2900;Hellerup;22-11-13;Alm. Salg;11500000
Gjørlingsvej  ;3;Villa;248;1913;2900;Hellerup;22-02-15;Alm. Salg;11500000
Gjørlingsvej  ;15;Lejlighed;169;1919;2900;Hellerup;04-07-11;Alm. Salg;4150000
Gjørlingsvej  ;15;Lejlighed;177;1919;2900;Hellerup;08-12-14;Alm. Salg;4835000
Gjørlingsvej  ;12;Villa;150;1926;2900;Hellerup;02-11-13;Alm. Salg;6550000
Gardes Alle  ;36;Villa;280;1916;2900;Hellerup;27-01-10;Alm. Salg;12495000
Gardes Alle  ;31;Villa;232;1925;2900;Hellerup;29-05-15;Andet;3500000
Gardes Alle  ;26;Villa;234;1937;2900;Hellerup;01-06-12;Fam. Salg;5000000
Gardes Alle  ;19;Villa;178;1914;2900;Hellerup;07-06-10;Alm. Salg;10850000
Gardes Alle  ;18;Villa;174;1906;2900;Hellerup;05-12-12;Alm. Salg;7825000
Gardes Alle  ;14;Villa;300;1906;2900;Hellerup;20-07-15;Alm. Salg;13950000
Gardes Alle  ;13;Villa;157;1908;2900;Hellerup;08-04-10;Alm. Salg;6500000
Gammel Vartov Vej  ;6C;Lejlighed;172;1910;2900;Hellerup;20-12-13;Alm. Salg;6300000
Gammel Vartov Vej  ;6A;Lejlighed;172;1910;2900;Hellerup;01-08-15;Alm. Salg;6750000
Gammel Vartov Vej  ;6A;Lejlighed;168;1910;2900;Hellerup;13-05-13;Alm. Salg;4590000
Gammel Vartov Vej  ;6A;Lejlighed;190;1910;2900;Hellerup;02-12-14;Alm. Salg;6900000
