Road name;Road Number;Type;m2;Build Year;ZipCode;City;Date of Sale;Type of Sale;Price
Maglemosevej  ;7;Lejlighed;74;1933;2900;Hellerup;14-10-13;Alm. Salg;2225000
Maglemosevej  ;7;Lejlighed;89;1933;2900;Hellerup;12-09-14;Alm. Salg;3350000
Maglemosevej  ;7;Lejlighed;66;1933;2900;Hellerup;27-01-15;Alm. Salg;2400000
Maglemosevej  ;49;Rækkehus;111;1943;2900;Hellerup;15-04-14;Alm. Salg;6900000
Maglemosevej  ;47;Rækkehus;104;1943;2900;Hellerup;16-07-14;Alm. Salg;7100000
Maglemosevej  ;45;Rækkehus;108;1943;2900;Hellerup;22-08-13;Alm. Salg;5100000
Maglemosevej  ;3;Lejlighed;92;1934;2900;Hellerup;23-06-10;Alm. Salg;2495000
Maglemosevej  ;3;Lejlighed;92;1934;2900;Hellerup;11-12-14;Alm. Salg;3650000
Maglemosevej  ;29;Rækkehus;132;1943;2900;Hellerup;04-02-15;Alm. Salg;7450000
Maglemosevej  ;27;Rækkehus;136;1943;2900;Hellerup;20-03-12;Alm. Salg;6300000
Maglemosevej  ;25;Rækkehus;112;1943;2900;Hellerup;02-08-10;Alm. Salg;7100000
Maglemosevej  ;23;Rækkehus;108;1943;2900;Hellerup;28-02-13;Alm. Salg;6000000
Maglemosevej  ;15;Rækkehus;111;1943;2900;Hellerup;10-08-14;Alm. Salg;6000000
Maglemosevej  ;13;Lejlighed;78;1933;2900;Hellerup;24-06-14;Alm. Salg;2445000
Maglemosevej  ;11;Lejlighed;74;1933;2900;Hellerup;24-10-10;Alm. Salg;2225000
Maglemosevej  ;11;Lejlighed;74;1933;2900;Hellerup;11-03-10;Alm. Salg;1750000
Maglemosevej  ;11;Lejlighed;74;1933;2900;Hellerup;10-03-15;Alm. Salg;2700000
Maglemosevej  ;1;Lejlighed;113;1933;2900;Hellerup;18-07-14;Alm. Salg;3750000
Lundevangsvej  ;3;Villa;304;1912;2900;Hellerup;30-11-10;Alm. Salg;9200000
Lundevangsvej  ;21;Villa;224;1944;2900;Hellerup;10-06-11;Alm. Salg;5500000
Lundevangsvej  ;17;Villa;200;1939;2900;Hellerup;10-09-15;Alm. Salg;8350000
Lundevangsvej  ;15;Villa;233;1900;2900;Hellerup;30-04-13;Alm. Salg;8400000
Lundevangsvej  ;1;Lejlighed;180;1916;2900;Hellerup;01-06-12;Alm. Salg;4400000
Lundeskovsvej  ;5;Villa;246;1924;2900;Hellerup;10-12-12;Alm. Salg;8300000
Lundeskovsvej  ;3;Villa;280;1933;2900;Hellerup;16-09-14;Alm. Salg;5400000
Lundely  ;9;Lejlighed;160;1939;2900;Hellerup;20-05-14;Alm. Salg;5200000
Lundely  ;8;Villa;207;1940;2900;Hellerup;01-07-13;Alm. Salg;7975000
Lundely  ;17;Villa;230;1939;2900;Hellerup;08-09-15;Alm. Salg;7400000
Lundely  ;15;Villa;334;1942;2900;Hellerup;14-01-11;Alm. Salg;1560000
Lundely  ;13;Villa;172;1982;2900;Hellerup;07-04-10;Alm. Salg;3975000
Lundegårdsvej  ;6;Villa;173;1923;2900;Hellerup;10-08-14;Alm. Salg;7450000
Lundegårdsvej  ;5;Villa;166;1932;2900;Hellerup;18-12-11;Alm. Salg;3750000
Lundegårdsvej  ;24;Villa;130;1927;2900;Hellerup;31-01-11;Alm. Salg;1775000
Lundegårdsvej  ;2;Villa;430;1936;2900;Hellerup;16-06-15;Alm. Salg;10500000
Lundegårdsvej  ;15;Villa;202;2014;2900;Hellerup;12-08-14;Alm. Salg;7930000
Lundedalsvej  ;40;Lejlighed;102;2004;2900;Hellerup;16-04-13;Alm. Salg;2600000
Lundedalsvej  ;40;Lejlighed;107;2004;2900;Hellerup;06-03-12;Alm. Salg;2565000
Lundedalsvej  ;40;Lejlighed;77;2004;2900;Hellerup;05-03-13;Alm. Salg;2165000
Lundedalsvej  ;40;Lejlighed;102;2004;2900;Hellerup;11-06-13;Alm. Salg;2815000
Lundedalsvej  ;40;Lejlighed;102;2004;2900;Hellerup;28-05-13;Alm. Salg;2775000
Lundedalsvej  ;38;Lejlighed;88;2004;2900;Hellerup;18-03-14;Alm. Salg;2675000
Lundedalsvej  ;38;Lejlighed;101;2004;2900;Hellerup;12-06-15;Alm. Salg;3350000
Lundedalsvej  ;38;Lejlighed;101;2004;2900;Hellerup;30-11-11;Alm. Salg;2400000
Lundedalsvej  ;38;Lejlighed;107;2004;2900;Hellerup;23-06-10;Alm. Salg;2500000
Lundedalsvej  ;38;Lejlighed;76;2004;2900;Hellerup;23-06-14;Alm. Salg;2500000
Lundedalsvej  ;38;Lejlighed;107;2004;2900;Hellerup;19-07-10;Alm. Salg;2487500
Lundedalsvej  ;38;Lejlighed;101;2004;2900;Hellerup;01-07-11;Alm. Salg;2200000
Lundedalsvej  ;36;Lejlighed;88;2004;2900;Hellerup;03-03-11;Alm. Salg;2225000
Lundedalsvej  ;36;Lejlighed;108;2004;2900;Hellerup;28-06-14;Alm. Salg;3025000
Lundedalsvej  ;36;Lejlighed;76;2004;2900;Hellerup;12-06-13;Alm. Salg;2400000
Lundedalsvej  ;36;Lejlighed;107;2004;2900;Hellerup;12-01-11;Alm. Salg;2570000
Lundedalsvej  ;36;Lejlighed;102;2004;2900;Hellerup;12-05-10;Alm. Salg;2550000
Lundedalsvej  ;34;Lejlighed;82;2004;2900;Hellerup;05-05-10;Fam. Salg;1487500
Lundedalsvej  ;34;Lejlighed;75;2004;2900;Hellerup;07-02-14;Alm. Salg;2450000
Lundedalsvej  ;32;Lejlighed;101;2004;2900;Hellerup;11-12-13;Alm. Salg;2800000
Lundedalsvej  ;32;Lejlighed;82;2004;2900;Hellerup;16-10-14;Alm. Salg;2750000
Lundedalsvej  ;32;Lejlighed;76;2004;2900;Hellerup;15-05-11;Alm. Salg;2200000
Lundedalsvej  ;32;Lejlighed;76;2004;2900;Hellerup;04-08-15;Alm. Salg;3000000
Lundedalsvej  ;32;Lejlighed;107;2004;2900;Hellerup;06-01-15;Alm. Salg;3165000
Lundedalsvej  ;10;Villa;147;1942;2900;Hellerup;06-09-11;Alm. Salg;3925000
Lundeborgvej  ;5;Villa;132;1979;2900;Hellerup;30-05-12;Alm. Salg;3800000
Lyngbyvej  ;307;Lejlighed;67;1954;2900;Hellerup;27-06-11;Alm. Salg;800000
Lyngbyvej  ;305;Lejlighed;119;1935;2900;Hellerup;08-09-15;Fam. Salg;1800000
Lyngbyvej  ;305;Lejlighed;85;1935;2900;Hellerup;20-03-13;Alm. Salg;1425000
Lyngbyvej  ;303A;Lejlighed;70;1938;2900;Hellerup;04-04-14;Alm. Salg;1150000
Lyngbyvej  ;303A;Lejlighed;70;1938;2900;Hellerup;11-12-14;Fam. Salg;1250000
Lyngbyvej  ;301;Lejlighed;66;1935;2900;Hellerup;13-06-13;Alm. Salg;1380000
Lyngbyvej  ;292;Villa;168;1969;2900;Hellerup;21-10-12;Alm. Salg;2600000
Lyngbyvej  ;291A;Villa;230;1973;2900;Hellerup;11-10-11;Alm. Salg;3850000
Lyngbyvej  ;291;Villa;202;1927;2900;Hellerup;11-12-12;Auktion;1800000
Lyngbyvej  ;289;Lejlighed;121;1937;2900;Hellerup;27-02-12;Alm. Salg;1100000
Lyngbyvej  ;275B;Villa;122;1959;2900;Hellerup;02-05-11;Alm. Salg;2700000
Lyngbyvej  ;273;Villa;164;1935;2900;Hellerup;13-08-14;Alm. Salg;4200000
Lyngbyvej  ;271;Lejlighed;123;1931;2900;Hellerup;20-03-15;Alm. Salg;2700000
Lyngbyvej  ;269;Villa;197;1928;2900;Hellerup;22-12-10;Alm. Salg;2800000
Lyngbyvej  ;265B;Rækkehus;130;1961;2900;Hellerup;06-05-14;Alm. Salg;1980000
Lyngbyvej  ;247;Rækkehus;96;1977;2900;Hellerup;30-11-14;Alm. Salg;2450000
Lyngbyvej  ;231;Lejlighed;65;1935;2900;Hellerup;12-04-10;Andet;970000
Lyngbyvej  ;219;Villa;175;1926;2900;Hellerup;23-08-11;Alm. Salg;2800000
Lyngbyvej  ;217A;Lejlighed;83;1939;2900;Hellerup;05-07-10;Auktion;1000000
Lemchesvej  ;5;Villa;202;1889;2900;Hellerup;20-03-15;Alm. Salg;15500000
Lemchesvej  ;4A;Rækkehus;229;1898;2900;Hellerup;17-04-13;Alm. Salg;10000000
Lemchesvej  ;3;Villa;309;1885;2900;Hellerup;12-10-11;Alm. Salg;14000000
Lemchesvej  ;25;Villa;283;1957;2900;Hellerup;31-12-14;Alm. Salg;14200000
Lemchesvej  ;19;Villa;568;1903;2900;Hellerup;02-07-10;Alm. Salg;30000000
Lemchesvej  ;17;Villa;310;1901;2900;Hellerup;21-05-14;Alm. Salg;16200000
Lemchesvej  ;14;Villa;425;1903;2900;Hellerup;24-10-11;Alm. Salg;23000000
Lille Strandvej  ;9;Lejlighed;138;1884;2900;Hellerup;14-05-13;Alm. Salg;4500000
Lille Strandvej  ;32;Lejlighed;72;1937;2900;Hellerup;08-02-11;Alm. Salg;2900000
Lille Strandvej  ;32;Lejlighed;83;1937;2900;Hellerup;29-10-14;Fam. Salg;2040000
Lille Strandvej  ;32;Lejlighed;72;1937;2900;Hellerup;24-04-15;Alm. Salg;4119000
Lille Strandvej  ;32;Lejlighed;72;1937;2900;Hellerup;07-05-12;Alm. Salg;3350000
Lille Strandvej  ;30;Lejlighed;74;1937;2900;Hellerup;03-06-11;Alm. Salg;3250000
Lille Strandvej  ;30;Lejlighed;63;1937;2900;Hellerup;21-08-12;Alm. Salg;2500000
Lille Strandvej  ;30;Lejlighed;137;1937;2900;Hellerup;23-04-13;Alm. Salg;7200000
Lille Strandvej  ;30;Lejlighed;80;1937;2900;Hellerup;02-10-13;Alm. Salg;3050000
Lille Strandvej  ;2C;Lejlighed;67;1902;2900;Hellerup;26-09-15;Fam. Salg;1196000
Lille Strandvej  ;2C;Lejlighed;102;1902;2900;Hellerup;22-04-15;Alm. Salg;3495000
Lille Strandvej  ;2B;Lejlighed;130;1902;2900;Hellerup;22-12-14;Alm. Salg;4725000
Lille Strandvej  ;2B;Lejlighed;91;1902;2900;Hellerup;25-08-14;Alm. Salg;3000000
Lille Strandvej  ;2B;Lejlighed;130;1902;2900;Hellerup;19-02-12;Alm. Salg;4100000
Lille Strandvej  ;2B;Lejlighed;91;1902;2900;Hellerup;10-04-15;Alm. Salg;3250000
Lille Strandvej  ;2A;Lejlighed;117;1902;2900;Hellerup;06-09-13;Alm. Salg;3267870
Lille Strandvej  ;2A;Lejlighed;120;1902;2900;Hellerup;15-10-12;Alm. Salg;3545000
Lille Strandvej  ;2A;Lejlighed;95;1902;2900;Hellerup;30-09-13;Alm. Salg;3800000
Lille Strandvej  ;2A;Lejlighed;114;1902;2900;Hellerup;15-10-14;Alm. Salg;4150000
Lille Strandvej  ;2A;Lejlighed;117;1902;2900;Hellerup;31-05-13;Fam. Salg;2252500
Lille Strandvej  ;2A;Lejlighed;114;1902;2900;Hellerup;09-05-13;Alm. Salg;3250000
Lille Strandvej  ;2A;Lejlighed;117;1902;2900;Hellerup;08-07-14;Alm. Salg;3950000
Lille Strandvej  ;2A;Lejlighed;117;1902;2900;Hellerup;19-03-14;Alm. Salg;3700000
Lille Strandvej  ;28;Lejlighed;58;1937;2900;Hellerup;21-03-14;Alm. Salg;2667500
Lille Strandvej  ;26;Lejlighed;70;1956;2900;Hellerup;22-08-13;Alm. Salg;2500000
Lille Strandvej  ;26;Lejlighed;53;1956;2900;Hellerup;24-02-15;Fam. Salg;1360000
Lille Strandvej  ;26;Lejlighed;70;1956;2900;Hellerup;01-08-13;Fam. Salg;2000000
Lille Strandvej  ;26;Lejlighed;70;1956;2900;Hellerup;26-05-15;Alm. Salg;2800000
Lille Strandvej  ;26;Lejlighed;53;1956;2900;Hellerup;07-02-13;Alm. Salg;1650000
Lille Strandvej  ;26;Lejlighed;70;1956;2900;Hellerup;04-02-15;Alm. Salg;2500000
Lille Strandvej  ;26;Lejlighed;53;1956;2900;Hellerup;24-09-15;Alm. Salg;2345000
Lille Strandvej  ;26;Lejlighed;80;1956;2900;Hellerup;03-07-14;Andet;1525000
Lille Strandvej  ;26;Lejlighed;80;1956;2900;Hellerup;26-06-14;Alm. Salg;3262500
Lille Strandvej  ;23;Lejlighed;78;1887;2900;Hellerup;12-09-13;Alm. Salg;4750000
Lille Strandvej  ;2;Lejlighed;79;1902;2900;Hellerup;29-10-12;Alm. Salg;2575000
Lille Strandvej  ;2;Lejlighed;83;1902;2900;Hellerup;03-04-14;Alm. Salg;2885000
Lille Strandvej  ;2;Lejlighed;83;1902;2900;Hellerup;18-11-10;Alm. Salg;2550000
Lille Strandvej  ;2;Lejlighed;79;1902;2900;Hellerup;30-09-15;Alm. Salg;2200000
Lille Strandvej  ;19;Villa;303;1885;2900;Hellerup;15-07-12;Alm. Salg;16600000
Kragevej  ;2C;Villa;368;1918;2900;Hellerup;20-12-10;Alm. Salg;6050000
Kragevej  ;2A;Rækkehus;98;1977;2900;Hellerup;16-10-14;Alm. Salg;3000000
Kragevej  ;18;Villa;175;1959;2900;Hellerup;28-01-13;Alm. Salg;5900000
Kirkehøj  ;7;Villa;186;1953;2900;Hellerup;22-12-13;Alm. Salg;6150000
Kirkehøj  ;3;Villa;148;1933;2900;Hellerup;25-09-12;Alm. Salg;4295000
Kirkehøj  ;15;Villa;203;1933;2900;Hellerup;05-07-11;Alm. Salg;4000000
Kirkehøj  ;10;Villa;188;1933;2900;Hellerup;17-07-13;Alm. Salg;6900000
Kameliavej  ;7;Rækkehus;240;1929;2900;Hellerup;04-05-10;Alm. Salg;8350000
Kameliavej  ;11;Rækkehus;212;1929;2900;Hellerup;19-05-11;Alm. Salg;6500000
Kodansvej  ;4;Lejlighed;82;1897;2900;Hellerup;19-07-12;Alm. Salg;5400000
Kildegårdsvej  ;99;Villa;171;1925;2900;Hellerup;01-07-15;Alm. Salg;5000000
Kildegårdsvej  ;85;Villa;148;1927;2900;Hellerup;18-03-15;Fam. Salg;2450000
Kildegårdsvej  ;75;Villa;164;1954;2900;Hellerup;26-01-15;Alm. Salg;4900000
Kildegårdsvej  ;73;Villa;220;1958;2900;Hellerup;17-01-11;Alm. Salg;4250000
Kildegårdsvej  ;7;Villa;163;1913;2900;Hellerup;23-07-10;Alm. Salg;6150000
Kildegårdsvej  ;69B;Rækkehus;144;2015;2900;Hellerup;19-08-14;Alm. Salg;5795000
Kildegårdsvej  ;69A;Rækkehus;133;2015;2900;Hellerup;17-02-14;Alm. Salg;4995000
Kildegårdsvej  ;67B;Rækkehus;133;2015;2900;Hellerup;13-02-14;Alm. Salg;4995000
Kildegårdsvej  ;67A;Rækkehus;144;2015;2900;Hellerup;07-04-14;Alm. Salg;5495000
Kildegårdsvej  ;65B;Rækkehus;144;2015;2900;Hellerup;20-12-13;Alm. Salg;5595000
Kildegårdsvej  ;65A;Rækkehus;133;2015;2900;Hellerup;27-01-14;Alm. Salg;4995000
Kildegårdsvej  ;63B;Rækkehus;133;2015;2900;Hellerup;27-02-14;Alm. Salg;4950000
Kildegårdsvej  ;63A;Rækkehus;144;2015;2900;Hellerup;10-10-14;Alm. Salg;5550000
Kildegårdsvej  ;61B;Rækkehus;144;2015;2900;Hellerup;14-04-14;Alm. Salg;5495000
Kildegårdsvej  ;61A;Rækkehus;134;2015;2900;Hellerup;05-02-14;Alm. Salg;4995000
Kildegårdsvej  ;59B;Rækkehus;133;2015;2900;Hellerup;26-02-14;Alm. Salg;4995000
Kildegårdsvej  ;59A;Rækkehus;144;2015;2900;Hellerup;04-09-14;Alm. Salg;5295000
Kildegårdsvej  ;5;Villa;194;1913;2900;Hellerup;05-07-13;Alm. Salg;5300000
Kildegårdsvej  ;49;Villa;172;1956;2900;Hellerup;23-01-13;Alm. Salg;4020000
Kildegårdsvej  ;45;Villa;111;1955;2900;Hellerup;31-10-11;Alm. Salg;3625000
Kildegårdsvej  ;4;Lejlighed;112;1918;2900;Hellerup;06-08-15;Alm. Salg;3900000
Kildegårdsvej  ;36;Villa;377;1943;2900;Hellerup;04-07-12;Alm. Salg;5500000
Kildegårdsvej  ;3;Villa;256;1912;2900;Hellerup;14-04-11;Fam. Salg;500000
Kildegårdsvej  ;29A;Rækkehus;124;1948;2900;Hellerup;23-02-12;Alm. Salg;3390000
Kildegårdsvej  ;18E;Rækkehus;141;2015;2900;Hellerup;29-01-15;Alm. Salg;5950000
Kildegårdsvej  ;18D;Rækkehus;136;2015;2900;Hellerup;10-08-15;Alm. Salg;6045000
Kildegårdsvej  ;18C;Rækkehus;136;2015;2900;Hellerup;12-03-15;Alm. Salg;5845000
Kildegårdsvej  ;18B;Rækkehus;136;2015;2900;Hellerup;05-05-15;Alm. Salg;5845000
Kildegårdsvej  ;18A;Rækkehus;141;2015;2900;Hellerup;17-03-15;Alm. Salg;6245000
Kildegårdsvej  ;1;Villa;182;1911;2900;Hellerup;20-01-13;Alm. Salg;5200000
Kildegårdsvænget  ;5;Rækkehus;88;1942;2900;Hellerup;01-08-11;Alm. Salg;2900000
Kildegårdsvænget  ;44;Rækkehus;88;1942;2900;Hellerup;03-02-14;Alm. Salg;3325000
Kildegårdsvænget  ;40;Rækkehus;88;1942;2900;Hellerup;12-11-12;Alm. Salg;2250000
Kildegårdsvænget  ;34;Rækkehus;88;1942;2900;Hellerup;27-07-10;Alm. Salg;3450000
Kildegårdsvænget  ;28;Rækkehus;92;1942;2900;Hellerup;30-05-11;Alm. Salg;3450000
Kildegårdsvænget  ;25;Rækkehus;88;1942;2900;Hellerup;11-04-13;Alm. Salg;2875000
Kildegårdsvænget  ;24;Rækkehus;88;1942;2900;Hellerup;29-06-15;Alm. Salg;3850000
Kildegårdsvænget  ;23;Rækkehus;88;1942;2900;Hellerup;26-02-14;Alm. Salg;3750000
Kildegårdsvænget  ;18;Rækkehus;88;1942;2900;Hellerup;14-07-11;Alm. Salg;2995000
Kildegårdsvænget  ;17;Rækkehus;88;1942;2900;Hellerup;22-02-12;Alm. Salg;2300000
Kildegårdsvænget  ;13;Rækkehus;88;1942;2900;Hellerup;21-10-15;Alm. Salg;1450000
Kildegårds Have  ;8;Villa;151;1961;2900;Hellerup;18-05-15;Alm. Salg;6000000
Kildedalen  ;14;Villa;157;1938;2900;Hellerup;05-12-10;Alm. Salg;5750000
Kildedalen  ;1;Villa;168;1935;2900;Hellerup;10-12-14;Alm. Salg;6650000
Kathrinevej  ;5;Villa;235;1908;2900;Hellerup;22-11-10;Alm. Salg;9800000
Kathrinevej  ;4;Villa;152;1901;2900;Hellerup;21-06-15;Alm. Salg;6400000
Kathrinevej  ;35;Villa;138;1971;2900;Hellerup;01-04-15;Alm. Salg;6950000
Kathrinevej  ;29;Villa;147;1912;2900;Hellerup;09-06-10;Fam. Salg;1870000
Kathrinevej  ;25;Villa;146;1912;2900;Hellerup;30-12-11;Fam. Salg;5750000
Kathrinevej  ;23;Villa;184;1912;2900;Hellerup;24-10-12;Fam. Salg;150000
Kathrinevej  ;14;Villa;189;1905;2900;Hellerup;25-04-15;Alm. Salg;11500000
Kathrinevej  ;12;Villa;210;1919;2900;Hellerup;03-10-14;Alm. Salg;8000000
Kathrinevej  ;1;Villa;221;1906;2900;Hellerup;02-07-15;Alm. Salg;9600000
Kaas Alle  ;37;Villa;155;1924;2900;Hellerup;20-04-11;Alm. Salg;4500000
Kaas Alle  ;31;Villa;232;1903;2900;Hellerup;04-07-14;Andet;2765678
Kaas Alle  ;25;Villa;175;1900;2900;Hellerup;18-06-13;Alm. Salg;6000000
Kaas Alle  ;19;Villa;176;1901;2900;Hellerup;27-05-12;Alm. Salg;6500000
Juul Steens Alle  ;6;Villa;137;1902;2900;Hellerup;20-06-12;Alm. Salg;5500000
Juul Steens Alle  ;4;Villa;191;1898;2900;Hellerup;16-12-13;Alm. Salg;8900000
Juul Steens Alle  ;10;Villa;177;1912;2900;Hellerup;06-03-15;Alm. Salg;6700000
Hyrdevej  ;7;Rækkehus;208;1931;2900;Hellerup;15-11-11;Alm. Salg;6900000
Hyrdevej  ;5;Rækkehus;134;1987;2900;Hellerup;01-06-10;Andet;1712000
Hyrdevej  ;3;Villa;300;1925;2900;Hellerup;30-05-11;Alm. Salg;9300000
Hyrdevej  ;10;Villa;110;1926;2900;Hellerup;24-01-14;Alm. Salg;6140000
Julianehåbsvej  ;3;Villa;130;1930;2900;Hellerup;14-10-10;Alm. Salg;5600000
Julianehåbsvej  ;10;Villa;105;1934;2900;Hellerup;10-06-14;Fam. Salg;2339081
Julianehåbsvej  ;1;Villa;186;1931;2900;Hellerup;05-03-11;Alm. Salg;4750000
Judithsvej  ;9;Lejlighed;79;1932;2900;Hellerup;23-07-14;Alm. Salg;1995000
Judithsvej  ;9;Lejlighed;66;1932;2900;Hellerup;11-06-15;Alm. Salg;2575000
Judithsvej  ;9;Lejlighed;128;1932;2900;Hellerup;19-11-10;Alm. Salg;1700000
Judithsvej  ;9;Lejlighed;70;1932;2900;Hellerup;31-08-10;Alm. Salg;1495000
Judithsvej  ;9;Lejlighed;82;1932;2900;Hellerup;23-04-15;Alm. Salg;2600000
Judithsvej  ;7;Lejlighed;67;1932;2900;Hellerup;09-07-15;Alm. Salg;2595000
Judithsvej  ;7;Lejlighed;63;1932;2900;Hellerup;20-08-12;Alm. Salg;1900000
Judithsvej  ;7;Lejlighed;90;1932;2900;Hellerup;16-06-15;Alm. Salg;2995000
Judithsvej  ;7;Lejlighed;79;1932;2900;Hellerup;25-05-14;Alm. Salg;2475000
Judithsvej  ;7;Lejlighed;67;1932;2900;Hellerup;11-07-14;Alm. Salg;1835000
Judithsvej  ;7;Lejlighed;56;1932;2900;Hellerup;11-11-10;Alm. Salg;1250000
Judithsvej  ;7;Lejlighed;67;1932;2900;Hellerup;06-08-10;Alm. Salg;1700000
Judithsvej  ;7;Lejlighed;63;1932;2900;Hellerup;01-08-11;Alm. Salg;1440000
Judithsvej  ;5;Lejlighed;63;1932;2900;Hellerup;07-07-14;Alm. Salg;1600000
Judithsvej  ;5;Lejlighed;63;1932;2900;Hellerup;27-01-14;Alm. Salg;1580000
Judithsvej  ;5;Lejlighed;55;1932;2900;Hellerup;10-09-14;Alm. Salg;1610000
Judithsvej  ;5;Lejlighed;54;1932;2900;Hellerup;20-02-14;Alm. Salg;1375000
Judithsvej  ;5;Lejlighed;57;1932;2900;Hellerup;26-03-13;Alm. Salg;1254852
Judithsvej  ;19;Lejlighed;85;1932;2900;Hellerup;17-10-12;Alm. Salg;2750000
Judithsvej  ;19;Lejlighed;67;1932;2900;Hellerup;16-06-15;Alm. Salg;2335000
Judithsvej  ;17;Lejlighed;76;1932;2900;Hellerup;22-10-14;Alm. Salg;2500000
Judithsvej  ;15;Lejlighed;91;1932;2900;Hellerup;23-11-14;Alm. Salg;1350000
Judithsvej  ;13;Lejlighed;93;1932;2900;Hellerup;27-05-15;Alm. Salg;3200000
Judithsvej  ;13;Lejlighed;93;1932;2900;Hellerup;26-07-10;Alm. Salg;2495000
Judithsvej  ;13;Lejlighed;68;1932;2900;Hellerup;29-04-15;Alm. Salg;2300000
Judithsvej  ;11;Lejlighed;66;1932;2900;Hellerup;30-04-15;Fam. Salg;1350000
Judithsvej  ;11;Lejlighed;79;1932;2900;Hellerup;17-08-10;Alm. Salg;2085000
Judithsvej  ;11;Lejlighed;82;1932;2900;Hellerup;01-02-15;Alm. Salg;2650000
Judithsvej  ;11;Lejlighed;82;1932;2900;Hellerup;22-05-14;Alm. Salg;2350000
Ingeborgvej  ;67;Villa;238;1969;2900;Hellerup;06-11-14;Alm. Salg;5600000
Ingeborgvej  ;61;Villa;294;1961;2900;Hellerup;30-01-12;Alm. Salg;6200000
Ingeborgvej  ;51;Villa;198;1928;2900;Hellerup;03-06-15;Alm. Salg;8225000
Ingeborgvej  ;44;Villa;164;1958;2900;Hellerup;06-04-10;Alm. Salg;7500000
Ingeborgvej  ;35;Villa;113;1921;2900;Hellerup;17-03-13;Alm. Salg;5700000
Ingeborgvej  ;30;Villa;133;1953;2900;Hellerup;17-02-13;Alm. Salg;6995000
Ingeborgvej  ;28;Villa;124;1952;2900;Hellerup;24-03-10;Alm. Salg;6000000
Indelukket  ;45;Rækkehus;106;1939;2900;Hellerup;03-02-15;Alm. Salg;4400000
Indelukket  ;3;Rækkehus;94;1939;2900;Hellerup;12-12-14;Alm. Salg;4400000
Indelukket  ;29;Rækkehus;94;1939;2900;Hellerup;23-07-12;Alm. Salg;3900000
Indelukket  ;25;Rækkehus;94;1939;2900;Hellerup;12-01-15;Alm. Salg;3950000
Indelukket  ;21;Rækkehus;94;1939;2900;Hellerup;08-12-10;Alm. Salg;3100000
Indelukket  ;19;Rækkehus;94;1939;2900;Hellerup;13-08-10;Alm. Salg;3700000
Indelukket  ;17;Rækkehus;94;1939;2900;Hellerup;24-03-12;Alm. Salg;2075000
Indelukket  ;11;Rækkehus;94;1939;2900;Hellerup;22-04-12;Alm. Salg;3500000
Jacobsens Alle  ;8A;Villa;286;2012;2900;Hellerup;05-10-10;Alm. Salg;12000000
Jacobsens Alle  ;6;Villa;215;1905;2900;Hellerup;18-09-12;Alm. Salg;15000000
Jacobsens Alle  ;5;Villa;197;1904;2900;Hellerup;16-05-11;Alm. Salg;8750000
Jacobsens Alle  ;1;Lejlighed;116;1904;2900;Hellerup;26-02-14;Alm. Salg;5900000
Jacobsens Alle  ;1;Lejlighed;116;1904;2900;Hellerup;12-01-15;Alm. Salg;4950000
Hvilevej  ;4;Villa;165;1930;2900;Hellerup;02-09-14;Alm. Salg;6150000
Hvilevej  ;16;Villa;162;1930;2900;Hellerup;18-10-11;Alm. Salg;4350000
Hvilevej  ;13;Villa;180;1926;2900;Hellerup;21-09-15;Alm. Salg;8700000
Hvilevej  ;10;Villa;248;1931;2900;Hellerup;12-12-10;Alm. Salg;7450000
Hvilevej  ;1;Rækkehus;143;1936;2900;Hellerup;11-04-15;Alm. Salg;6350000
Hultmannsvej  ;7;Villa;273;1902;2900;Hellerup;22-08-11;Alm. Salg;9250000
Hultmannsvej  ;6;Villa;232;1911;2900;Hellerup;19-09-12;Alm. Salg;9000000
Hultmannsvej  ;5;Villa;245;1902;2900;Hellerup;20-07-11;Alm. Salg;14500000
Hultmannsvej  ;4;Villa;247;1911;2900;Hellerup;13-08-12;Alm. Salg;13000000
Hultmannsvej  ;3;Lejlighed;110;1911;2900;Hellerup;01-05-13;Alm. Salg;5000000
Hultmannsvej  ;2B;Villa;138;1971;2900;Hellerup;13-01-11;Alm. Salg;5500000
Hultmannsvej  ;2A;Villa;148;1971;2900;Hellerup;28-10-11;Alm. Salg;5600000
Høyrups Alle  ;33;Villa;222;1917;2900;Hellerup;27-05-14;Alm. Salg;18500000
Høyrups Alle  ;30;Villa;187;1931;2900;Hellerup;09-07-13;Alm. Salg;9250000
Høyrups Alle  ;27;Villa;305;1935;2900;Hellerup;06-10-10;Andet;1550000
Høyrups Alle  ;21B;Lejlighed;52;1929;2900;Hellerup;28-08-15;Alm. Salg;2100000
Høyrups Alle  ;21A;Lejlighed;224;1914;2900;Hellerup;09-07-14;Alm. Salg;6995000
Høyrups Alle  ;21A;Lejlighed;175;1914;2900;Hellerup;29-07-14;Alm. Salg;7277777
Høyrups Alle  ;2;Lejlighed;135;1929;2900;Hellerup;16-05-11;Alm. Salg;3695000
Høyrups Alle  ;2;Lejlighed;129;1929;2900;Hellerup;08-02-15;Alm. Salg;4750000
Høyrups Alle  ;17;Villa;198;1908;2900;Hellerup;21-09-12;Alm. Salg;8650000
Høyrups Alle  ;13;Villa;180;1907;2900;Hellerup;16-06-13;Alm. Salg;10400000
Høyrups Alle  ;12;Villa;165;1912;2900;Hellerup;28-03-15;Alm. Salg;8995000
